Column1,공급사,과세/면세,담기,매입가,상품명(기본),수정후,상품코드,재입고알림,제조사,reg_카테고리,대분류,판매가,품절여부,후기,한식,중식,일식,양식,분식,카페
957,패커스,과세,0,55000,170파이 원형 샐러드 2칸 250ml x 2 투명 400개 1set(2박스),170파이 원형 샐러드 2칸,182,사용함,자체제작,샐러드 샐러드용기 초밥 도시락용기 일식 중식 용기 직화용기 한식(분식),용기,75820,정상,0,,,,,,
958,패커스,과세,0,55000,170파이 원형 샐러드 2칸 250ml x 2 검정 400개 1set(2박스),170파이 원형 샐러드 2칸,180,사용함,자체제작,샐러드 샐러드용기 초밥 도시락용기 일식 중식 용기 직화용기 한식(분식),용기,75820,정상,3,,,,,,
959,패커스,과세,0,55000,170파이 원형 샐러드 1칸 550ml x 1 투명 400개 1set(2박스),170파이 원형 샐러드 1칸,178,사용함,자체제작,샐러드 샐러드용기 초밥 도시락용기 일식 중식 용기 직화용기 한식(분식),용기,75820,정상,3,,,,,,
960,패커스,과세,10,55000,170파이 원형 샐러드 1칸 550ml x 1 검정 400개 1set(2박스),170파이 원형 샐러드 1칸,176,사용함,자체제작,샐러드 샐러드용기 초밥 도시락용기 일식 중식 용기 직화용기 한식(분식),용기,75820,정상,4,,,,,,
961,패커스,과세,21,36300,PP 6칸 도시락용기 02 200개 1박스,PP 6칸 도시락용기,172,사용함,자체제작,샐러드 초밥 도시락용기 일식 양식 중식 용기 직화용기 한식(분식),용기,48500,정상,43,,,,,,
987,패커스,과세,2,90750,사각 죽용기 대 2칸 920ml 500개 1set(2박스),사각 죽용기 대,96,사용함,자체제작,탕 죽 찜 양식 용기 한식(분식) 면용기 죽용기,용기,109750,정상,6,,,,,,
988,패커스,과세,12,90750,"사각 죽용기 특대 1,150ml 500개 1set(2박스)",사각 죽용기 특대,94,사용함,자체제작,탕 죽 찜 양식 용기 한식(분식) 면용기 죽용기,용기,118250,정상,50,,,,,,
989,패커스,과세,27,85250,"사각 죽용기 대 1,050ml 500개 1set(2박스)",사각 죽용기 대,92,사용함,자체제작,탕 죽 찜 양식 용기 한식(분식) 면용기 죽용기,용기,103300,정상,60,,,,,,
990,패커스,과세,25,79750,사각 죽용기 중 920ml 500개 1set(2박스),사각 죽용기 중,90,사용함,자체제작,탕 죽 찜 양식 용기 한식(분식) 면용기 죽용기,용기,99350,정상,79,,,,,,
991,패커스,과세,36,71500,사각 죽용기 소 550ml 500개 1set(2박스),사각 죽용기 소,88,사용함,자체제작,탕 죽 찜 양식 용기 한식(분식) 면용기 죽용기,용기,91620,정상,46,,,,,,
992,패커스,과세,3,69300,"300파이 원형 찜용기 왕대 투명 4,500ml 100개 1set(2박스)",300파이 원형 찜용기 왕대,86,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,99130,정상,5,,,,,,
993,패커스,과세,3,64900,"300파이 원형 찜용기 대 투명 4,000ml 100개 1set(2박스)",300파이 원형 찜용기 대,84,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,93150,정상,0,,,,,,
994,패커스,과세,4,59400,"300파이 원형 찜용기 중 투명 3,500ml 100개 1set(2박스)",300파이 원형 찜용기 중,82,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,89800,정상,2,,,,,,
995,패커스,과세,1,56100,"300파이 원형 찜용기 소 투명 2,500ml 100개 1set(2박스)",300파이 원형 찜용기 소,80,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,81180,정상,0,,,,,,
996,패커스,과세,2,84700,"340파이 타원 찜용기 대 3,000ml 200개 1set(2박스)",340파이 타원 찜용기 대,78,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,118170,정상,2,,,,,,
997,패커스,과세,3,79200,"340파이 타원 찜용기 중 2,500ml 200개 1set(2박스)",340파이 타원 찜용기 중,76,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,109270,정상,3,,,,,,
998,패커스,과세,1,73700,"340파이 타원 찜용기 소 1,800ml 200개 1set(2박스)",340파이 타원 찜용기 소,74,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,103970,정상,0,,,,,,
999,패커스,과세,3,34650,"사각찜용기 대 3,200ml 100개 1set(2박스)",사각찜용기 대,72,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,59600,정상,1,,,,,,
1000,패커스,과세,7,32450,"사각찜용기 중 2,500ml 100개 1set(2박스)",사각찜용기 중,70,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,57600,정상,6,,,,,,
1001,패커스,과세,5,30250,"사각찜용기 소 2,000ml 100개 1set(2박스)",사각찜용기 소,68,사용함,자체제작,회접시 탕 죽 찜 일식 요리접시 양식 용기 중식 한식(분식) 면용기 찜용기,용기,55600,정상,10,,,,,,
1002,패커스,과세,0,68200,"105파이 다용도컵 세트 5호 대 370ml 투명 PS 1,000개 1set(2박스)",105파이 다용도컵 세트 5호 대,52,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,88720,정상,0,,,,,,
1003,패커스,과세,0,66000,"105파이 다용도컵 세트 5호 중 300ml 투명 PS 1,000개 1set(2박스)",105파이 다용도컵 세트 5호 중,51,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,88120,정상,2,,,,,,
1004,패커스,과세,0,63800,"105파이 다용도컵 세트 5호 소 250ml 투명 PS 1,000개 1set(2박스)",105파이 다용도컵 세트 5호 소 ,50,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,85320,정상,6,,,,,,
1005,패커스,과세,0,125400,"75파이 다용도컵 세트 3호 대 165ml 투명 PS 3,000개 1set(2박스)",75파이 다용도컵 세트 3호 대 ,49,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,163820,정상,0,,,,,,
1006,패커스,과세,3,66000,"70파이 다용도컵 세트 1호 소 70ml 투명 PS 3,000개 1set(2박스)",70파이 다용도컵 세트 1호 소 ,48,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,88120,정상,15,,,,,,
1007,패커스,과세,15,41250,"70파이 다용도컵 세트 1호 특소 50ml 백색 PS 3,000개 1set(2박스)",70파이 다용도컵 세트 1호 특소,47,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,54500,정상,26,,,,,,
1008,패커스,과세,7,58300,"105파이 다용도컵 세트 5호 특대 400ml 백색 PS 1,000개 1set(2박스)",105파이 다용도컵 세트 5호 특대,46,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,78270,정상,6,,,,,,
1009,패커스,과세,17,51700,"105파이 다용도컵 세트 5호 대 370ml 백색 PS 1,000개 1set(2박스)",105파이 다용도컵 세트 5호 대,45,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,64070,정상,30,,,,,,
1010,패커스,과세,19,49500,"105파이 다용도컵 세트 5호 중 300ml 백색 PS 1,000개 1set(2박스)",105파이 다용도컵 세트 5호 중,44,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,61470,정상,44,,,,,,
1011,패커스,과세,4,46200,"95파이 다용도컵 세트 4호 대 270ml 백색 PS 1,000개 1set(2박스)",95파이 다용도컵 세트 4호,43,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,63620,정상,34,,,,,,
1012,패커스,과세,23,44000,"95파이 다용도컵 세트 4호 소 200ml 백색 PS 1,000개 1set(2박스)",95파이 다용도컵 세트 4호,42,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,60720,정상,30,,,,,,
1013,패커스,과세,1,89100,"75파이 다용도컵 세트 3호 대 165ml 백색 PS 3,000개 1set(2박스)",75파이 다용도컵 세트 3호,41,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,110570,정상,18,,,,,,
1014,패커스,과세,4,85800,"75파이 다용도컵 세트 3호 소 150ml 백색 PS 3,000개 1set(2박스)",75파이 다용도컵 세트 3호,40,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,106620,정상,2,,,,,,
1015,패커스,과세,6,49500,"70파이 다용도컵 세트 2호 대 80ml 백색 PS 3,000개 1set(2박스)",70파이 다용도컵 세트 2호,39,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,65470,정상,11,,,,,,
1016,패커스,과세,17,42900,"70파이 다용도컵 세트 1호 소 70ml 백색 PS 3,000개 1set(2박스)",70파이 다용도컵 세트 1호,38,사용함,자체제작,밥용기 국 반찬용기 떡 일식 양식 용기 중식 한식(분식) 소스,용기,55870,정상,39,,,,,,
