Column1,공급사,과세/면세,담기,매입가,상품명(기본),상품코드,재입고알림,제조사,카테고리,reg_카테고리,대분류,판매가,품절여부,후기,한식,중식,일식,양식,분식,카페
813,패커스,과세,8,66000,짬짜면용기 2칸 300개 1박스,1055,사용함,자체제작,"039 : 중식 용기
039001 : 중식 용기 > 면/볶음밥용기
061 : vol.4 Catalogue
061018 : vol.4 Catalogue > 카달로그_19",용기 볶음밥용기 면 중식,용기,83110,정상,9,,1,0,0,0,0
814,패커스,과세,4,13750,스티로폼 백색 18호 1칸 500개 1박스,1040,사용함,자체제작,"038 : 한식(분식) 용기
038003 : 한식(분식) 용기 > 떡/반찬용기
039 : 중식 용기
039004 : 중식 용기 > 반찬용기
040 : 일식 용기
040003 : 일식 용기 > 반찬용기
041 : 양식 용기
041003 : 양식 용기 > 반찬용기
038005 : 한식(분식) 용기 > 분식용기
044 : 농수산물 용기
044001 : 농수산물 용기 > 스트로폼용기
061 : vol.4 Catalogue
061018 : vol.4 Catalogue > 카달로그_19",분식용기 농수산물 반찬용기 스트로폼용기 떡 일식 양식 중식 용기 한식(분식),용기,21000,정상,3,1,1,1,0,1,0
815,패커스,과세,3,11220,"단무지 2칸 1,200개 1박스",1039,사용함,자체제작,"039 : 중식 용기
039004 : 중식 용기 > 반찬용기
061 : vol.4 Catalogue
061018 : vol.4 Catalogue > 카달로그_19",용기 반찬용기 중식,용기,17300,정상,0,1,1,1,0,1,0
816,패커스,과세,20,11550,"단무지 3칸 1,000개 1박스",1038,사용함,자체제작,"039 : 중식 용기
039004 : 중식 용기 > 반찬용기
061 : vol.4 Catalogue
061018 : vol.4 Catalogue > 카달로그_19",용기 반찬용기 중식,용기,18400,정상,11,1,1,1,0,1,0
851,패커스,과세,0,18700,"커피스틱 블랙 15cm 10,000개 1박스",657,사용함,자체제작,"043 : 베이커리/카페 용기
043001 : 베이커리/카페 용기 > 빨대/커피스틱",베이커리 카페 용기 커피스틱 빨대,용기,27360,정상,0,0,0,0,0,0,1
852,패커스,과세,0,26400,"스트로우 일반형 블랙 빨대 21cm 10,000개 1박스",648,사용함,자체제작,"043 : 베이커리/카페 용기
043001 : 베이커리/카페 용기 > 빨대/커피스틱",베이커리 카페 용기 커피스틱 빨대,용기,37310,정상,0,0,0,0,0,0,1
853,패커스,과세,1,35200,"스트로우 자바라 블랙 빨대 21cm 10,000개 1박스",641,사용함,자체제작,"043 : 베이커리/카페 용기
043001 : 베이커리/카페 용기 > 빨대/커피스틱",베이커리 카페 용기 커피스틱 빨대,용기,49010,정상,4,0,0,0,0,0,1
854,패커스,과세,0,18700,"커피스틱 레드 15cm 10,000개 1박스",640,사용함,자체제작,"043 : 베이커리/카페 용기
043001 : 베이커리/카페 용기 > 빨대/커피스틱",베이커리 카페 용기 커피스틱 빨대,용기,27360,정상,0,0,0,0,0,0,1
855,패커스,과세,0,19800,"커피스틱 블랙 18cm 10,000개 1박스",639,사용함,자체제작,"043 : 베이커리/카페 용기
043001 : 베이커리/카페 용기 > 빨대/커피스틱",베이커리 카페 용기 커피스틱 빨대,용기,28810,정상,2,0,0,0,0,0,1
856,패커스,과세,0,19800,"커피스틱 레드 18cm 10,000개 1박스",638,사용함,자체제작,"043 : 베이커리/카페 용기
043001 : 베이커리/카페 용기 > 빨대/커피스틱",베이커리 카페 용기 커피스틱 빨대,용기,28810,정상,0,0,0,0,0,0,1
857,패커스,과세,0,7700,알루미늄 일회용 캠핑용기 세트 1 SET,623,사용함,자체제작,"038 : 한식(분식) 용기
038001 : 한식(분식) 용기 > 탕/찜/죽/면용기
040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
041 : 양식 용기
041001 : 양식 용기 > 탕/찜/죽/면용기",회접시 탕 죽 찜 일식 양식 용기 한식(분식) 면용기,용기,15600,정상,3,1,0,1,1,1,0
858,패커스,과세,0,17600,"8/9온스 종이컵뚜껑 개폐형 1,000개 1박스",615,사용함,자체제작,"043 : 베이커리/카페 용기
043003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑
052 : 초특가 SALE
061 : vol.4 Catalogue
061009 : vol.4 Catalogue > 카달로그_9",베이커리 종이컵 뚜껑 아이스컵 카페 용기,용기,20600,정상,0,0,0,0,0,0,1
859,패커스,과세,0,16500,"8/9온스 종이컵뚜껑 타공형 일반형 1,000개 1박스",614,사용함,자체제작,"043 : 베이커리/카페 용기
043003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑
043003003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑 > 뚜껑
052 : 초특가 SALE
061 : vol.4 Catalogue
061009 : vol.4 Catalogue > 카달로그_9",베이커리 종이컵 뚜껑 아이스컵 카페 용기,용기,19500,정상,0,0,0,0,0,0,1
860,패커스,과세,128,47850,195파이 탕용기 대 300개 1set(2박스),608,사용함,자체제작,"038 : 한식(분식) 용기
038001 : 한식(분식) 용기 > 탕/찜/죽/면용기
040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
041 : 양식 용기
041001 : 양식 용기 > 탕/찜/죽/면용기
038001001 : 한식(분식) 용기 > 탕/찜/죽/면용기 > 탕용기
040001001 : 일식 용기 > 탕/찜/면용기/회접시 > 탕용기
041001001 : 양식 용기 > 탕/찜/죽/면용기 > 탕용기
047 : BEST상품
039 : 중식 용기
039001 : 중식 용기 > 면/볶음밥용기
040001002 : 일식 용기 > 탕/찜/면용기/회접시 > 찜용기
040001003 : 일식 용기 > 탕/찜/면용기/회접시 > 면용기
041001002 : 양식 용기 > 탕/찜/죽/면용기 > 찜용기
041001003 : 양식 용기 > 탕/찜/죽/면용기 > 죽용기
041001004 : 양식 용기 > 탕/찜/죽/면용기 > 면용기
061 : vol.4 Catalogue
061016 : vol.4 Catalogue > 카달로그_17",회접시 면 탕 탕용기 죽 찜 일식 양식 용기 중식 한식(분식) 볶음밥용기 면용기 죽용기 찜용기,용기,61900,정상,96,1,1,0,0,1,0
861,패커스,과세,14,74250,사각 죽용기 신형 중 750ml 500개 1set(2박스),605,사용함,자체제작,"038 : 한식(분식) 용기
038001 : 한식(분식) 용기 > 탕/찜/죽/면용기
041 : 양식 용기
041001 : 양식 용기 > 탕/찜/죽/면용기
038001003 : 한식(분식) 용기 > 탕/찜/죽/면용기 > 죽용기
041001003 : 양식 용기 > 탕/찜/죽/면용기 > 죽용기
061 : vol.4 Catalogue
061008 : vol.4 Catalogue > 카달로그_8",탕 죽 찜 양식 용기 한식(분식) 면용기 죽용기,용기,98600,정상,37,1,0,0,0,1,0
862,패커스,과세,102,49500,195파이 미니탕용기 블랙 300개 1set(2박스),603,사용함,자체제작,"038 : 한식(분식) 용기
038001 : 한식(분식) 용기 > 탕/찜/죽/면용기
040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
041 : 양식 용기
041001 : 양식 용기 > 탕/찜/죽/면용기
038001001 : 한식(분식) 용기 > 탕/찜/죽/면용기 > 탕용기
040001001 : 일식 용기 > 탕/찜/면용기/회접시 > 탕용기
041001001 : 양식 용기 > 탕/찜/죽/면용기 > 탕용기
047 : BEST상품
039 : 중식 용기
039001 : 중식 용기 > 면/볶음밥용기
040001002 : 일식 용기 > 탕/찜/면용기/회접시 > 찜용기
040001003 : 일식 용기 > 탕/찜/면용기/회접시 > 면용기
041001002 : 양식 용기 > 탕/찜/죽/면용기 > 찜용기
041001003 : 양식 용기 > 탕/찜/죽/면용기 > 죽용기
041001004 : 양식 용기 > 탕/찜/죽/면용기 > 면용기
061 : vol.4 Catalogue
061016 : vol.4 Catalogue > 카달로그_17",회접시 면 탕 탕용기 죽 찜 일식 양식 용기 중식 한식(분식) 볶음밥용기 면용기 죽용기 찜용기,용기,63070,정상,174,1,1,0,0,1,0
863,패커스,과세,26,49500,195파이 미니탕용기 백색 300개 1set(2박스),602,사용함,자체제작,"038 : 한식(분식) 용기
038001 : 한식(분식) 용기 > 탕/찜/죽/면용기
040 : 일식 용기
040001 : 일식 용기 > 탕/찜/면용기/회접시
041 : 양식 용기
041001 : 양식 용기 > 탕/찜/죽/면용기
038001001 : 한식(분식) 용기 > 탕/찜/죽/면용기 > 탕용기
040001001 : 일식 용기 > 탕/찜/면용기/회접시 > 탕용기
041001001 : 양식 용기 > 탕/찜/죽/면용기 > 탕용기
047 : BEST상품
039 : 중식 용기
039001 : 중식 용기 > 면/볶음밥용기
040001002 : 일식 용기 > 탕/찜/면용기/회접시 > 찜용기
040001003 : 일식 용기 > 탕/찜/면용기/회접시 > 면용기
041001002 : 양식 용기 > 탕/찜/죽/면용기 > 찜용기
041001003 : 양식 용기 > 탕/찜/죽/면용기 > 죽용기
041001004 : 양식 용기 > 탕/찜/죽/면용기 > 면용기
061 : vol.4 Catalogue
061016 : vol.4 Catalogue > 카달로그_17",회접시 면 탕 탕용기 죽 찜 일식 양식 용기 중식 한식(분식) 볶음밥용기 면용기 죽용기 찜용기,용기,63070,정상,9,1,1,0,0,1,0
864,패커스,과세,0,226380,"원형 340mm 알루미늄 직화 냄비 특대 3,500ml 200개 1박스",600,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,302500,정상,0,1,0,1,1,1,0
865,패커스,과세,1,203280,"원형 320mm 알루미늄 직화 냄비 대 3,000ml 200개 1박스",597,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,272000,정상,0,1,0,1,1,1,0
866,패커스,과세,0,180180,"원형 295mm 알루미늄 직화 냄비 중 2,150ml 200개 1박스",596,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,241000,정상,0,1,0,1,1,1,0
867,패커스,과세,0,157080,"원형 270mm 알루미늄 직화 냄비 소 1,800ml 200개 1박스",595,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,210000,정상,0,1,0,1,1,1,0
868,패커스,과세,0,110880,"원형 220mm 알루미늄 직화 냄비 특소 1,350ml 200개 1박스",594,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,148900,정상,0,1,0,1,1,1,0
869,패커스,과세,6,41580,사각 270 냄비 뚜껑 대 200개 1박스,593,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,60000,정상,0,1,0,1,1,1,0
870,패커스,과세,8,203280,"사각 270 알루미늄 직화 냄비 대 2,750ml 200개 1박스",592,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,272000,정상,2,1,0,1,1,1,0
871,패커스,과세,1,180180,"사각 250 알루미늄 직화 냄비 소 2,300ml 200개 1박스",591,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,240000,정상,0,1,0,1,1,1,0
872,패커스,과세,0,32340,사각 225 냄비 뚜껑 200개 1박스,590,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,47000,정상,0,1,0,1,1,1,0
875,패커스,과세,0,143220,"사각 225 전자렌지 직화 냄비 1,500ml 200개 1박스",575,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,191700,정상,0,1,0,1,1,1,0
876,패커스,과세,1,120120,"사각 195 전자렌지 직화 냄비 1,000ml 200개 1박스",573,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,161300,정상,0,1,0,1,1,1,0
877,패커스,과세,2,27720,원형 210파이 냄비 뚜껑 200개 1박스,572,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,40800,정상,0,1,0,1,1,1,0
878,패커스,과세,2,143220,"원형 210파이 전자렌지 직화 냄비 1,450ml 200개 1박스",571,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004002 : 한식(분식) 용기 > 도시락용기/직화용기 > 직화용기
041004002 : 양식 용기 > 도시락용기/직화용기 > 직화용기
040004003 : 일식 용기 > 초밥/도시락용기/직화용기 > 직화용기",초밥 도시락용기 일식 양식 용기 직화용기 한식(분식),용기,192700,정상,6,1,0,1,1,1,0
879,패커스,과세,0,9900,10-13온스 테이크아웃 홀더 디자인20종 랜덤구성 500개 1박스,561,사용함,자체제작,"043 : 베이커리/카페 용기
043002 : 베이커리/카페 용기 > 컵캐리어/컵홀더",컵홀더 베이커리 카페 용기 컵캐리어,용기,25400,정상,2,0,0,0,0,0,1
880,패커스,과세,0,18700,"12 16 20온스 종이컵뚜껑 타공형 일반형 1,000개 1박스",560,사용함,자체제작,"043 : 베이커리/카페 용기
043003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑
043003003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑 > 뚜껑
052 : 초특가 SALE
061 : vol.4 Catalogue
061009 : vol.4 Catalogue > 카달로그_9",베이커리 종이컵 뚜껑 아이스컵 카페 용기,용기,21800,정상,0,0,0,0,0,0,1
881,패커스,과세,0,19800,"12 16 20온스 종이컵뚜껑 개폐형 1,000개 1박스",559,사용함,자체제작,"043 : 베이커리/카페 용기
043003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑
052 : 초특가 SALE
061 : vol.4 Catalogue
061009 : vol.4 Catalogue > 카달로그_9",베이커리 종이컵 뚜껑 아이스컵 카페 용기,용기,22900,정상,0,0,0,0,0,0,1
882,패커스,과세,1,17600,"10-13온스 종이컵뚜껑 타공형 일반형 1,000개 1박스",558,사용함,자체제작,"043 : 베이커리/카페 용기
043003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑
043003003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑 > 뚜껑
052 : 초특가 SALE
061 : vol.4 Catalogue
061009 : vol.4 Catalogue > 카달로그_9",베이커리 종이컵 뚜껑 아이스컵 카페 용기,용기,20600,정상,5,0,0,0,0,0,1
883,패커스,과세,1,18700,"10-13온스 종이컵뚜껑 개폐형 1,000개 1박스",557,사용함,자체제작,"043 : 베이커리/카페 용기
043003 : 베이커리/카페 용기 > 종이컵/아이스컵/뚜껑
052 : 초특가 SALE
061 : vol.4 Catalogue
061009 : vol.4 Catalogue > 카달로그_9",베이커리 종이컵 뚜껑 아이스컵 카페 용기,용기,21800,정상,2,0,0,0,0,0,1
896,패커스,과세,9,51150,PP 4칸 사각찬용기 300개 1set(2박스/21164-4칸),481,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기",샐러드 초밥 도시락용기 일식 양식 중식 용기 직화용기 한식(분식),용기,69200,정상,9,1,0,0,0,1,0
897,패커스,과세,11,49500,125파이 원형용기 소 250ml 백색 PP 600개 1set(2박스),480,사용함,자체제작,"038 : 한식(분식) 용기
038002 : 한식(분식) 용기 > 소스/국/밥용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
061 : vol.4 Catalogue
061008 : vol.4 Catalogue > 카달로그_8",밥용기 국 일식 양식 용기 중식 한식(분식) 소스,용기,69400,정상,17,1,1,0,0,1,0
898,패커스,과세,7,52800,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),479,사용함,자체제작,"038 : 한식(분식) 용기
038002 : 한식(분식) 용기 > 소스/국/밥용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
061 : vol.4 Catalogue
061008 : vol.4 Catalogue > 카달로그_8",밥용기 국 일식 양식 용기 중식 한식(분식) 소스,용기,74620,정상,10,1,1,0,0,1,0
899,패커스,과세,10,56100,125파이 원형용기 대 450ml 백색 PP 600개 1set(2박스),478,사용함,자체제작,"038 : 한식(분식) 용기
038002 : 한식(분식) 용기 > 소스/국/밥용기
039 : 중식 용기
039003 : 중식 용기 > 소스/국/밥용기
040 : 일식 용기
040002 : 일식 용기 > 소스/국/밥용기
041 : 양식 용기
041002 : 양식 용기 > 소스/국/밥용기
061 : vol.4 Catalogue
061008 : vol.4 Catalogue > 카달로그_8",밥용기 국 일식 양식 용기 중식 한식(분식) 소스,용기,78970,정상,9,1,1,1,0,1,0
900,패커스,과세,78,37400,PP 5칸 도시락용기 200개 1박스(돈까스 도시락/큰 사이즈),455,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
039005002 : 중식 용기 > 샐러드/도시락용기 > 도시락용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
047 : BEST상품
061 : vol.4 Catalogue
061007 : vol.4 Catalogue > 카달로그_7",샐러드 초밥 도시락용기 일식 양식 중식 용기 직화용기 한식(분식),용기,49700,정상,71,1,1,1,0,1,0
901,패커스,과세,22,52800,PP 8칸 도시락용기 L3 200개 1박스,451,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
039005002 : 중식 용기 > 샐러드/도시락용기 > 도시락용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061007 : vol.4 Catalogue > 카달로그_7",샐러드 초밥 도시락용기 일식 양식 중식 용기 직화용기 한식(분식),용기,74600,정상,10,1,1,1,0,1,0
902,패커스,과세,10,52800,PP 7칸 도시락용기 L2 200개 1박스,450,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
039005002 : 중식 용기 > 샐러드/도시락용기 > 도시락용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061007 : vol.4 Catalogue > 카달로그_7",샐러드 초밥 도시락용기 일식 양식 중식 용기 직화용기 한식(분식),용기,74600,정상,11,1,1,1,0,1,0
903,패커스,과세,4,52800,PP 6칸 도시락용기 L1 200개 1박스,449,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
039005002 : 중식 용기 > 샐러드/도시락용기 > 도시락용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061007 : vol.4 Catalogue > 카달로그_7",샐러드 초밥 도시락용기 일식 양식 중식 용기 직화용기 한식(분식),용기,74600,정상,6,1,1,1,0,1,0
904,패커스,과세,22,36300,PP 5칸 도시락용기 04 200개 1박스(작은 사이즈),447,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
039005002 : 중식 용기 > 샐러드/도시락용기 > 도시락용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
047 : BEST상품
061 : vol.4 Catalogue
061007 : vol.4 Catalogue > 카달로그_7",샐러드 초밥 도시락용기 일식 양식 중식 용기 직화용기 한식(분식),용기,48500,정상,51,1,1,1,0,1,0
905,패커스,과세,18,36300,PP 4칸 도시락용기 B 200개 1박스,446,사용함,자체제작,"038 : 한식(분식) 용기
038004 : 한식(분식) 용기 > 도시락용기/직화용기
039 : 중식 용기
039005 : 중식 용기 > 샐러드/도시락용기
040 : 일식 용기
040004 : 일식 용기 > 초밥/도시락용기/직화용기
041 : 양식 용기
041004 : 양식 용기 > 도시락용기/직화용기
038004001 : 한식(분식) 용기 > 도시락용기/직화용기 > 도시락용기
039005002 : 중식 용기 > 샐러드/도시락용기 > 도시락용기
040004002 : 일식 용기 > 초밥/도시락용기/직화용기 > 도시락용기
041004001 : 양식 용기 > 도시락용기/직화용기 > 도시락용기
061 : vol.4 Catalogue
061007 : vol.4 Catalogue > 카달로그_7",샐러드 초밥 도시락용기 일식 양식 중식 용기 직화용기 한식(분식),용기,48500,정상,18,1,1,1,0,1,0
