,Unnamed: 0,주문자ID,상품구매금액,나이,성별,유입경로,유입기기,사업자구분,회원구분,가입-최종주문기간,AgeGroup,region,한식,중식,일식,양식,분식,카페
960,960,950216470@k,211530,47,남자,블로그광고,PC,개인,일반,0,45-49,부산광역시,1.0,2.0,1.0,1.0,1.0,0.0
961,961,951532005@k,79730,46,남자,SNS광고,모바일,개인,일반,0,45-49,경기도,0.0,1.0,0.0,0.0,0.0,0.0
962,962,9518914@n,6255620,23,남자,카카오톡광고,모바일,사업자,사업자,308,20-24,경기도,0.0,37.0,6.0,0.0,6.0,0.0
963,963,95227695@n,127060,42,남자,SNS광고,모바일,개인,일반,84,40-44,인천광역시,0.0,0.0,0.0,0.0,0.0,3.0
964,964,952670172@k,1091060,40,남자,유튜브광고,PC,개인,일반,190,40-44,대구광역시,10.0,6.0,8.0,6.0,8.0,2.0
965,965,953461851@k,258160,31,남자,전단지광고,모바일,개인,일반,117,30-34,세종특별자치시,3.0,3.0,3.0,3.0,3.0,0.0
966,966,9537840@n,78800,47,남자,SNS광고,모바일,개인,일반,1,45-49,대구광역시,1.0,1.0,0.0,0.0,1.0,0.0
967,967,95387633@n,99350,47,남자,SNS광고,모바일,개인,일반,0,45-49,오프라인,1.0,0.0,0.0,0.0,0.0,0.0
968,968,95419999@n,269020,45,남자,SNS광고,모바일,개인,일반,245,45-49,경기도,0.0,2.0,0.0,0.0,0.0,0.0
969,969,95477295@n,118970,47,남자,SNS광고,모바일,개인,일반,37,45-49,부산광역시,2.0,2.0,2.0,0.0,2.0,0.0
970,970,95728621@n,130870,46,남자,SNS광고,모바일,개인,일반,12,45-49,오프라인,2.0,2.0,0.0,0.0,2.0,0.0
971,971,957607438@k,72270,46,남자,SNS광고,모바일,개인,일반,0,45-49,강원도,1.0,0.0,1.0,1.0,1.0,0.0
972,972,95839389@n,264770,46,남자,SNS광고,모바일,개인,일반,64,45-49,대구광역시,2.0,2.0,2.0,0.0,2.0,0.0
973,973,959706425@k,157740,46,남자,SNS광고,모바일,개인,일반,41,45-49,서울특별시,2.0,2.0,2.0,2.0,2.0,0.0
974,974,96155729@n,325400,27,남자,카카오톡광고,모바일,개인,일반,34,25-29,경기도,4.0,0.0,0.0,0.0,4.0,0.0
975,975,9615872@n,279960,46,남자,SNS광고,모바일,개인,일반,2,45-49,광주광역시,2.0,1.0,1.0,0.0,2.0,0.0
976,976,962450488@k,1156340,26,남자,카카오톡광고,모바일,개인,일반,128,25-29,경상남도,9.0,9.0,3.0,3.0,7.0,0.0
977,977,9634207@n,158670,48,남자,블로그광고,모바일,개인,일반,0,45-49,경기도,0.0,0.0,0.0,0.0,0.0,2.0
978,978,963658926@k,61710,45,남자,SNS광고,모바일,개인,일반,0,45-49,전라북도,0.0,0.0,0.0,0.0,0.0,1.0
979,979,964941017@k,348790,40,남자,SNS광고,모바일,개인,일반,9,40-44,경상남도,0.0,1.0,0.0,0.0,0.0,0.0
980,980,9659602@n,102500,48,남자,블로그광고,모바일,개인,일반,0,45-49,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
981,981,966105191@k,56760,45,남자,SNS광고,모바일,개인,일반,0,45-49,경기도,1.0,1.0,1.0,0.0,1.0,0.0
982,982,96616587@n,544280,49,남자,블로그광고,모바일,개인,일반,47,45-49,전라북도,2.0,2.0,2.0,2.0,2.0,0.0
983,983,96759201@n,77370,47,남자,블로그광고,PC,개인,일반,0,45-49,경기도,1.0,1.0,0.0,0.0,1.0,0.0
984,984,96846349@n,121080,48,남자,블로그광고,모바일,개인,일반,0,45-49,대전광역시,1.0,0.0,0.0,0.0,0.0,0.0
985,985,97013174@n,88550,47,남자,SNS광고,모바일,개인,일반,0,45-49,경기도,1.0,0.0,1.0,0.0,0.0,0.0
986,986,97483444@n,70620,31,남자,카카오톡광고,모바일,개인,일반,71,30-34,경상남도,1.0,1.0,1.0,0.0,1.0,0.0
987,987,975456358@k,247070,46,남자,SNS광고,모바일,개인,일반,0,45-49,서울특별시,2.0,1.0,1.0,0.0,2.0,0.0
988,988,976632086@k,6114225,65,남자,인터넷기사광고,모바일,개인,일반,174,65-69,제주특별자치도,0.0,0.0,0.0,0.0,0.0,0.0
989,989,97670730@n,753400,27,여자,카카오톡광고,모바일,개인,일반,111,25-29,부산광역시,8.0,8.0,0.0,0.0,8.0,0.0
990,990,977218950@k,72270,40,남자,SNS광고,모바일,개인,일반,1,40-44,인천광역시,0.0,0.0,0.0,0.0,0.0,2.0
991,991,97867100@n,73910,48,남자,블로그광고,PC,개인,일반,13,45-49,경상남도,1.0,1.0,1.0,0.0,1.0,0.0
992,992,980291378@k,372750,47,남자,SNS광고,모바일,개인,일반,40,45-49,경기도,2.0,0.0,0.0,0.0,0.0,0.0
993,993,982226751@k,1241640,40,남자,SNS광고,모바일,개인,일반,135,40-44,울산광역시,0.0,0.0,0.0,0.0,0.0,0.0
994,994,982886566@k,94710,46,남자,SNS광고,모바일,개인,일반,0,45-49,경기도,0.0,0.0,0.0,0.0,0.0,0.0
995,995,984027113@k,75570,47,남자,SNS광고,모바일,개인,일반,0,45-49,광주광역시,1.0,1.0,1.0,0.0,1.0,0.0
996,996,98431717@n,656810,48,남자,블로그광고,모바일,개인,일반,94,45-49,부산광역시,4.0,4.0,0.0,0.0,0.0,0.0
997,997,984388558@k,603600,40,남자,SNS광고,모바일,개인,일반,160,40-44,강원도,4.0,4.0,4.0,1.0,4.0,0.0
998,998,987070232@k,76400,46,남자,SNS광고,모바일,개인,일반,0,45-49,대구광역시,1.0,1.0,0.0,0.0,1.0,0.0
999,999,987237750@k,87120,46,남자,블로그광고,PC,개인,일반,0,45-49,광주광역시,1.0,1.0,1.0,0.0,1.0,0.0
1000,1000,987474474@k,110220,45,남자,SNS광고,모바일,개인,일반,9,45-49,울산광역시,1.0,1.0,1.0,1.0,1.0,0.0
1001,1001,988292951@k,456030,24,여자,카카오톡광고,모바일,개인,일반,161,20-24,경상남도,6.0,3.0,0.0,0.0,6.0,0.0
1002,1002,988392103@k,318780,44,남자,블로그광고,PC,개인,일반,0,40-44,대구광역시,3.0,3.0,3.0,2.0,3.0,0.0
1003,1003,98846956@n,20460,36,남자,카카오톡광고,모바일,개인,일반,29,35-39,서울특별시,0.0,0.0,0.0,0.0,0.0,1.0
1004,1004,98937774@n,124250,47,남자,블로그광고,PC,개인,일반,0,45-49,부산광역시,1.0,0.0,0.0,0.0,0.0,0.0
1005,1005,989868507@k,110950,38,남자,SNS광고,모바일,개인,일반,151,35-39,오프라인,2.0,2.0,2.0,0.0,2.0,0.0
1006,1006,998948808@k,244040,39,남자,SNS광고,모바일,개인,일반,0,35-39,충청북도,3.0,2.0,2.0,1.0,3.0,0.0
1007,1007,99946891@n,146520,47,남자,블로그광고,PC,개인,일반,0,45-49,부산광역시,1.0,1.0,1.0,1.0,1.0,0.0
1008,1008,a01025896237,2538860,33,남자,기타,PC,사업자,딜러 유치 회원,123,30-34,경기도,28.0,23.0,15.0,2.0,23.0,0.0
1009,1009,a01027293223,1572760,21,남자,기타,PC,사업자,딜러 유치 회원,172,20-24,충청북도,2.0,2.0,2.0,0.0,2.0,1.0
1010,1010,a01027616293,49700,47,남자,인터넷검색,모바일,개인,일반,0,45-49,인천광역시,1.0,1.0,1.0,0.0,1.0,0.0
1011,1011,a01028582151,206220,45,남자,잡지광고,모바일,사업자,일반,0,45-49,부산광역시,2.0,2.0,2.0,1.0,2.0,0.0
1012,1012,a01053972651,1018110,46,남자,지인추천,모바일,사업자,사업자,67,45-49,경기도,13.0,9.0,8.0,8.0,13.0,0.0
1013,1013,a01056282221,469610,29,남자,기타,PC,사업자,사업자,50,25-29,경기도,0.0,5.0,0.0,0.0,0.0,0.0
1014,1014,a024027022,258340,55,남자,기타,PC,사업자,딜러 유치 회원,1,55-59,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
1015,1015,a0313733646,77000,45,남자,기타,PC,사업자,사업자,1,45-49,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1016,1016,a0314337004,13802630,40,여자,기타,PC,사업자,딜러 유치 회원,175,40-44,경기도,57.0,72.0,4.0,4.0,4.0,0.0
1017,1017,a0317893533,551360,23,남자,기타,PC,사업자,딜러 유치 회원,17,20-24,경기도,1.0,2.0,1.0,0.0,1.0,0.0
1018,1018,a0318673546,303930,28,남자,기타,PC,사업자,딜러 유치 회원,0,25-29,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1019,1019,a0429359696,448070,33,남자,기타,PC,개인,딜러 유치 회원,84,30-34,대전광역시,3.0,5.0,4.0,2.0,2.0,0.0
1020,1020,a0553671285,945480,30,여자,기타,PC,사업자,딜러 유치 회원,175,30-34,경상남도,10.0,10.0,3.0,0.0,3.0,0.0
1021,1021,a0557631988,182820,39,남자,기타,PC,사업자,딜러 유치 회원,1,35-39,경상남도,0.0,0.0,0.0,0.0,0.0,0.0
1022,1022,a0558820121,286450,34,남자,기타,PC,사업자,사업자,55,30-34,경상남도,5.0,5.0,1.0,0.0,1.0,0.0
1023,1023,a10134,125210,48,남자,블로그광고,PC,개인,일반,0,45-49,전라북도,2.0,2.0,2.0,1.0,2.0,0.0
1024,1024,a11250a,632800,28,여자,지인추천,모바일,사업자,사업자,139,25-29,부산광역시,0.0,4.0,0.0,0.0,0.0,0.0
1025,1025,a1978cook,585980,37,남자,신문광고,PC,사업자,사업자,529,35-39,서울특별시,7.0,7.0,7.0,0.0,7.0,0.0
1026,1026,a27741102,192500,45,남자,지인추천,모바일,사업자,사업자,0,45-49,경상북도,0.0,0.0,0.0,0.0,0.0,0.0
1027,1027,a2789a,109550,42,남자,전단지광고,PC,사업자,사업자,64,40-44,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1028,1028,a3053072667,461150,35,남자,전단지광고,모바일,사업자,사업자,9,35-39,대전광역시,0.0,7.0,1.0,1.0,0.0,0.0
1029,1029,a5729855,123420,32,남자,카카오톡광고,모바일,사업자,사업자,76,30-34,인천광역시,1.0,1.0,0.0,1.0,0.0,0.0
1030,1030,a681125,218770,46,남자,전단지광고,모바일,사업자,사업자,0,45-49,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1031,1031,a8299959,107800,44,남자,블로그광고,PC,외국인,사업자,0,40-44,경기도,1.0,1.0,1.0,0.0,1.0,0.0
1032,1032,a8747,447360,44,여자,블로그광고,PC,개인,사업자,107,40-44,경기도,0.0,0.0,0.0,0.0,0.0,9.0
1033,1033,a9716262,1542520,29,남자,이메일광고,PC,사업자,사업자,298,25-29,경상북도,4.0,3.0,3.0,1.0,3.0,0.0
1034,1034,aa8441,1006710,51,남자,전단지광고,모바일,사업자,사업자,122,50-54,경상남도,15.0,15.0,0.0,0.0,0.0,0.0
1035,1035,aaa7139,109080,46,남자,SNS광고,모바일,개인,일반,0,45-49,전라북도,2.0,2.0,0.0,0.0,0.0,0.0
1036,1036,aaaa7871,935310,31,남자,유튜브광고,PC,사업자,사업자,33,30-34,충청남도,9.0,7.0,6.0,2.0,7.0,0.0
1037,1037,aaok02044,113300,46,남자,인터넷검색,모바일,사업자,일반,0,45-49,경상남도,2.0,2.0,0.0,0.0,0.0,0.0
1038,1038,ab2911,287760,46,남자,전단지광고,모바일,개인,일반,11,45-49,경상남도,2.0,3.0,2.0,1.0,2.0,0.0
1039,1039,abbdr52c,59670,47,남자,전단지광고,PC,사업자,일반,0,45-49,인천광역시,1.0,1.0,1.0,1.0,1.0,0.0
1040,1040,abooe,83790,47,남자,SNS광고,모바일,개인,일반,0,45-49,경상남도,0.0,0.0,0.0,0.0,0.0,2.0
1041,1041,ace2277,75820,45,남자,인터넷검색,PC,사업자,사업자,1,45-49,경기도,1.0,0.0,1.0,0.0,1.0,0.0
1042,1042,acehyeone,276020,62,남자,지인추천,모바일,사업자,사업자,141,60-64,전라남도,3.0,3.0,2.0,2.0,3.0,0.0
1043,1043,adelaide09,81600,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,제주특별자치도,1.0,1.0,0.0,0.0,1.0,0.0
1044,1044,adidas2644,99660,44,남자,인터넷검색,모바일,사업자,사업자,0,40-44,인천광역시,1.0,1.0,1.0,1.0,1.0,0.0
1045,1045,adjuster93,1510380,23,여자,인터넷검색,PC,사업자,사업자,94,20-24,부산광역시,17.0,14.0,14.0,0.0,14.0,0.0
1046,1046,adolf7,5482330,40,남자,인터넷검색,모바일,사업자,사업자,141,40-44,전라북도,16.0,24.0,1.0,1.0,5.0,0.0
1047,1047,aej1292,78870,47,남자,전단지광고,PC,개인,일반,0,45-49,인천광역시,1.0,1.0,1.0,1.0,1.0,0.0
1048,1048,aerojump,934890,39,남자,전단지광고,PC,사업자,사업자,22,35-39,강원도,4.0,3.0,4.0,4.0,4.0,0.0
1049,1049,aesol22,77000,44,남자,블로그광고,PC,사업자,사업자,0,40-44,광주광역시,1.0,0.0,1.0,0.0,1.0,0.0
1050,1050,agape0828,162000,46,남자,전단지광고,모바일,개인,일반,1,45-49,서울특별시,0.0,0.0,0.0,0.0,0.0,2.0
1051,1051,agnes0014,52800,43,여자,블로그광고,PC,사업자,사업자,0,40-44,서울특별시,1.0,1.0,1.0,0.0,1.0,0.0
1052,1052,agu0903,61600,45,남자,지인추천,모바일,사업자,사업자,0,45-49,경기도,1.0,1.0,1.0,1.0,1.0,0.0
1053,1053,agz0257,2729210,40,여자,SNS광고,모바일,사업자,사업자,351,40-44,경기도,7.0,22.0,15.0,15.0,0.0,0.0
1054,1054,aii7271,188450,43,남자,전단지광고,모바일,사업자,사업자,38,40-44,강원도,2.0,1.0,0.0,0.0,2.0,0.0
1055,1055,aipapa,90750,41,여자,인터넷기사광고,PC,개인,사업자,12,40-44,광주광역시,1.0,0.0,0.0,0.0,0.0,0.0
1056,1056,airboracay,143320,44,남자,블로그광고,PC,사업자,사업자,0,40-44,울산광역시,0.0,0.0,0.0,0.0,0.0,2.0
1057,1057,airvirus316,312920,40,남자,잡지광고,PC,개인,특별회원,173,40-44,경기도,4.0,3.0,3.0,3.0,3.0,0.0
1058,1058,ajaj35,96800,48,남자,블로그광고,모바일,개인,일반,0,45-49,인천광역시,1.0,1.0,1.0,1.0,1.0,0.0
1059,1059,akthd77,374230,24,남자,잡지광고,PC,사업자,사업자,101,20-24,경기도,4.0,4.0,4.0,1.0,4.0,0.0
1060,1060,aktkgh11,146520,46,남자,전단지광고,모바일,사업자,사업자,0,45-49,광주광역시,1.0,1.0,1.0,0.0,1.0,0.0
1061,1061,ala0710,595660,33,여자,기타,모바일,사업자,사업자,285,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
1062,1062,aldydgkwk,108000,45,남자,SNS광고,모바일,사업자,사업자,0,45-49,경상남도,0.0,1.0,0.0,0.0,0.0,0.0
1063,1063,alias12,1388660,21,여자,카카오톡광고,모바일,사업자,사업자,324,20-24,서울특별시,14.0,14.0,14.0,14.0,14.0,0.0
1064,1064,alsdldkqy,2057310,36,남자,잡지광고,PC,사업자,사업자,98,35-39,경기도,0.0,13.0,2.0,0.0,2.0,2.0
1065,1065,alslwus,236370,42,남자,SNS광고,모바일,개인,사업자,33,40-44,경기도,1.0,1.0,1.0,1.0,1.0,0.0
1066,1066,alsrb8456,988260,25,남자,이메일광고,PC,개인,일반,318,25-29,충청남도,10.0,9.0,4.0,4.0,10.0,0.0
1067,1067,alsrud2327,1827580,40,여자,인터넷검색,모바일,사업자,사업자,180,40-44,경상남도,19.0,19.0,19.0,19.0,19.0,0.0
1068,1068,alswl680,255950,37,남자,신문광고,PC,사업자,사업자,187,35-39,경상남도,0.0,0.0,0.0,0.0,0.0,5.0
1069,1069,amc8233,855670,47,남자,전단지광고,PC,개인,일반,163,45-49,경상남도,5.0,1.0,1.0,1.0,1.0,0.0
1070,1070,amen0803,85440,47,남자,SNS광고,모바일,개인,일반,56,45-49,경기도,0.0,0.0,0.0,0.0,0.0,2.0
1071,1071,ami3370,262900,41,남자,전단지광고,모바일,사업자,사업자,87,40-44,경상북도,2.0,0.0,2.0,2.0,2.0,0.0
1072,1072,amist,276870,46,남자,인터넷검색,PC,사업자,사업자,0,45-49,서울특별시,0.0,0.0,0.0,0.0,0.0,3.0
1073,1073,amor2150,391620,40,남자,SNS광고,모바일,개인,일반,289,40-44,인천광역시,0.0,1.0,0.0,0.0,0.0,0.0
1074,1074,amoreju,180280,40,남자,기타,모바일,사업자,사업자,291,40-44,충청남도,0.0,0.0,0.0,0.0,0.0,4.0
1075,1075,an3050,119020,41,남자,전단지광고,모바일,사업자,사업자,1,40-44,부산광역시,1.0,0.0,0.0,0.0,0.0,0.0
1076,1076,an514,732900,33,남자,전단지광고,PC,사업자,사업자,119,30-34,서울특별시,0.0,0.0,0.0,0.0,0.0,0.0
1077,1077,anafuda,2234940,40,남자,전단지광고,PC,사업자,사업자,111,40-44,경기도,0.0,25.0,1.0,1.0,2.0,0.0
1078,1078,andcl33,67220,47,남자,인터넷검색,PC,사업자,일반,0,45-49,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
1079,1079,andong,149490,45,남자,잡지광고,PC,사업자,사업자,0,45-49,경기도,2.0,2.0,2.0,2.0,2.0,0.0
1080,1080,andylee0125,140750,45,남자,전단지광고,PC,사업자,사업자,0,45-49,대전광역시,1.0,0.0,0.0,0.0,0.0,0.0
1081,1081,angel104sy,668450,29,여자,전단지광고,PC,사업자,사업자,195,25-29,경상남도,7.0,7.0,7.0,7.0,7.0,0.0
1082,1082,angel3s1k,69400,44,남자,블로그광고,PC,사업자,사업자,0,40-44,경기도,1.0,1.0,1.0,1.0,1.0,0.0
1083,1083,angela,148510,44,남자,인터넷검색,모바일,개인,일반,0,40-44,충청남도,1.0,1.0,0.0,0.0,1.0,0.0
1084,1084,anlsl3334,123500,45,남자,전단지광고,PC,사업자,사업자,0,45-49,충청남도,1.0,1.0,1.0,1.0,1.0,0.0
1085,1085,anscjswls,171240,42,남자,인터넷검색,PC,사업자,사업자,71,40-44,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1086,1086,ansdj6891,66500,29,여자,이메일광고,PC,사업자,사업자,9,25-29,서울특별시,0.0,0.0,0.0,0.0,0.0,2.0
1087,1087,ansdmdah,312670,45,남자,인터넷검색,모바일,개인,일반,0,45-49,경기도,3.0,3.0,3.0,0.0,3.0,0.0
1088,1088,ansgus0545,37380,44,남자,지인추천,모바일,사업자,사업자,1,40-44,충청남도,0.0,0.0,0.0,0.0,0.0,0.0
1089,1089,ansrnjsgh,33120,38,남자,잡지광고,PC,사업자,일반,165,35-39,전라남도,0.0,0.0,0.0,0.0,0.0,0.0
1090,1090,answjs7527,382390,36,남자,전단지광고,PC,사업자,사업자,76,35-39,강원도,4.0,4.0,4.0,4.0,1.0,0.0
1091,1091,antonio0118,208660,43,남자,인터넷검색,모바일,개인,일반,162,40-44,대구광역시,3.0,2.0,1.0,0.0,3.0,0.0
1092,1092,aoseekd,967100,36,남자,카카오톡광고,모바일,사업자,사업자,17,35-39,서울특별시,2.0,2.0,0.0,0.0,2.0,0.0
1093,1093,apdlxm001,117970,44,남자,전단지광고,모바일,사업자,사업자,5,40-44,경상북도,0.0,0.0,0.0,0.0,0.0,0.0
1094,1094,ara3888,117240,46,남자,잡지광고,모바일,개인,일반,0,45-49,서울특별시,1.0,2.0,1.0,0.0,1.0,0.0
1095,1095,aram312,52800,44,남자,SNS광고,모바일,사업자,사업자,0,40-44,경상남도,1.0,1.0,1.0,0.0,1.0,0.0
1096,1096,aria0815,594630,25,여자,전단지광고,모바일,사업자,사업자,100,25-29,경기도,9.0,7.0,6.0,4.0,9.0,0.0
1097,1097,arinask0522,235800,44,남자,SNS광고,모바일,사업자,사업자,126,40-44,광주광역시,2.0,0.0,0.0,0.0,0.0,0.0
1098,1098,arinask11,107900,48,남자,잡지광고,모바일,개인,일반,0,45-49,광주광역시,1.0,0.0,0.0,0.0,0.0,0.0
1099,1099,armada4332,107800,47,남자,블로그광고,PC,개인,일반,0,45-49,서울특별시,1.0,1.0,1.0,0.0,1.0,0.0
1100,1100,armyang88,311970,40,남자,SNS광고,모바일,사업자,사업자,263,40-44,인천광역시,3.0,2.0,1.0,1.0,3.0,0.0
1101,1101,arookee,627055,48,남자,블로그광고,모바일,개인,일반,1,45-49,전라남도,2.0,0.0,0.0,0.0,0.0,0.0
1102,1102,art3pes,431590,30,남자,카카오톡광고,모바일,사업자,사업자,182,30-34,경기도,4.0,4.0,4.0,3.0,5.0,0.0
1103,1103,arteaus,255650,37,남자,지인추천,PC,사업자,사업자,163,35-39,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1104,1104,as12,12080490,25,여자,잡지광고,PC,사업자,사업자,409,25-29,부산광역시,121.0,65.0,21.0,13.0,121.0,0.0
1105,1105,asd0908,799920,22,여자,카카오톡광고,모바일,개인,일반,46,20-24,서울특별시,5.0,7.0,5.0,3.0,5.0,0.0
1106,1106,asd6473,1067550,57,남자,인터넷기사광고,PC,사업자,사업자,206,55-59,대전광역시,8.0,4.0,4.0,4.0,4.0,0.0
1107,1107,asd8146,118250,45,남자,SNS광고,모바일,사업자,사업자,0,45-49,대전광역시,1.0,0.0,0.0,0.0,0.0,0.0
1108,1108,asd8622,449610,40,남자,전단지광고,모바일,개인,일반,89,40-44,강원도,4.0,2.0,1.0,1.0,4.0,0.0
1109,1109,asd99001,85410,44,남자,전단지광고,PC,사업자,일반,0,40-44,인천광역시,0.0,0.0,0.0,0.0,0.0,0.0
1110,1110,asdf2562,116820,34,남자,지인추천,모바일,사업자,사업자,64,30-34,경기도,2.0,2.0,2.0,0.0,2.0,0.0
1111,1111,asdfghjkl200300,362680,44,남자,인터넷검색,모바일,사업자,사업자,295,40-44,전라북도,4.0,0.0,4.0,0.0,0.0,0.0
1112,1112,asjci777,188700,42,남자,기타,모바일,사업자,사업자,19,40-44,전라북도,2.0,0.0,1.0,1.0,1.0,0.0
1113,1113,ask0507,59200,44,남자,블로그광고,PC,사업자,사업자,0,40-44,강원도,1.0,1.0,1.0,1.0,1.0,0.0
1114,1114,asm68k,153760,39,남자,인터넷검색,PC,사업자,사업자,156,35-39,경기도,3.0,3.0,3.0,0.0,3.0,0.0
1115,1115,asr0377,608700,31,여자,전단지광고,모바일,사업자,사업자,273,30-34,강원도,5.0,0.0,0.0,0.0,0.0,0.0
1116,1116,asus0007,78800,47,남자,SNS광고,모바일,개인,일반,0,45-49,대전광역시,1.0,1.0,0.0,0.0,1.0,0.0
1117,1117,atom70k,171010,39,남자,기타,모바일,사업자,사업자,260,35-39,서울특별시,3.0,3.0,3.0,0.0,3.0,0.0
1118,1118,atom974,134540,45,남자,인터넷검색,모바일,사업자,사업자,0,45-49,전라북도,0.0,0.0,0.0,0.0,0.0,2.0
1119,1119,atomloveme,265690,43,남자,지인추천,모바일,사업자,사업자,0,40-44,전라북도,3.0,3.0,3.0,1.0,3.0,0.0
1120,1120,atta4747,103300,44,남자,지인추천,모바일,사업자,사업자,0,40-44,광주광역시,1.0,0.0,0.0,0.0,0.0,0.0
1121,1121,aunt2952,379180,30,남자,잡지광고,PC,사업자,사업자,68,30-34,경기도,6.0,2.0,4.0,3.0,5.0,0.0
1122,1122,aura,61700,44,남자,기타,모바일,사업자,사업자,1,40-44,경상북도,1.0,1.0,1.0,1.0,1.0,0.0
1123,1123,auyang,109040,42,남자,전단지광고,PC,사업자,사업자,238,40-44,전라남도,2.0,2.0,2.0,0.0,2.0,0.0
1124,1124,avan27,124030,34,남자,잡지광고,PC,사업자,사업자,30,30-34,경상북도,1.0,1.0,0.0,0.0,1.0,0.0
1125,1125,avec1981,92380,45,남자,전단지광고,PC,사업자,사업자,0,45-49,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1126,1126,avoce2012,92380,44,남자,전단지광고,PC,사업자,사업자,0,40-44,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1127,1127,ayay6454,490320,35,남자,전단지광고,모바일,사업자,사업자,213,35-39,제주특별자치도,5.0,2.0,5.0,2.0,2.0,0.0
1128,1128,ayhko728,185420,45,남자,잡지광고,PC,사업자,사업자,11,45-49,경기도,2.0,0.0,2.0,2.0,2.0,0.0
1129,1129,ays0207,103620,45,남자,전단지광고,모바일,사업자,사업자,0,45-49,경기도,1.0,1.0,1.0,1.0,1.0,0.0
1130,1130,az0518,83790,44,남자,잡지광고,모바일,사업자,사업자,0,40-44,경기도,0.0,0.0,0.0,0.0,0.0,2.0
1131,1131,b0711,297330,47,남자,전단지광고,모바일,사업자,사업자,10,45-49,부산광역시,0.0,0.0,0.0,0.0,0.0,0.0
1132,1132,b0ng66074065,120120,42,남자,전단지광고,모바일,사업자,사업자,1,40-44,충청남도,1.0,1.0,0.0,0.0,1.0,0.0
1133,1133,b11030,305600,45,남자,기타,PC,사업자,사업자,0,45-49,경상북도,1.0,1.0,1.0,0.0,1.0,0.0
1134,1134,b2046916,608250,47,남자,SNS광고,모바일,개인,일반,93,45-49,경기도,6.0,3.0,6.0,3.0,3.0,0.0
1135,1135,babo8938,2034610,40,여자,SNS광고,모바일,사업자,사업자,384,40-44,경기도,18.0,6.0,17.0,4.0,18.0,0.0
1136,1136,babu2202,212050,38,남자,카카오톡광고,모바일,사업자,사업자,143,35-39,전라남도,0.0,0.0,0.0,0.0,0.0,5.0
1137,1137,babylesh91,3017350,40,남자,SNS광고,모바일,사업자,사업자,329,40-44,경기도,35.0,6.0,34.0,34.0,35.0,0.0
1138,1138,babzzang3,21000,42,남자,전단지광고,모바일,사업자,사업자,0,40-44,인천광역시,1.0,1.0,1.0,0.0,1.0,0.0
1139,1139,back0604,1783840,38,남자,SNS광고,모바일,사업자,사업자,498,35-39,울산광역시,15.0,3.0,3.0,3.0,3.0,0.0
1140,1140,baekroya,75570,44,남자,기타,PC,사업자,사업자,0,40-44,서울특별시,1.0,1.0,1.0,1.0,1.0,0.0
1141,1141,baik1030,669850,37,남자,잡지광고,PC,사업자,사업자,297,35-39,부산광역시,7.0,4.0,2.0,2.0,4.0,0.0
1142,1142,baikcom,186600,45,남자,전단지광고,PC,사업자,사업자,0,45-49,경기도,2.0,1.0,1.0,2.0,1.0,0.0
1143,1143,baikhw93,163000,48,남자,블로그광고,모바일,개인,일반,0,45-49,제주특별자치도,1.0,0.0,1.0,0.0,1.0,0.0
1144,1144,baloo098,113300,46,남자,인터넷검색,모바일,사업자,일반,28,45-49,경상남도,2.0,2.0,0.0,0.0,0.0,0.0
1145,1145,bamnamugol,108500,44,남자,블로그광고,PC,사업자,사업자,0,40-44,경기도,1.0,0.0,1.0,0.0,0.0,0.0
1146,1146,bangasori,281860,44,남자,블로그광고,PC,사업자,사업자,42,40-44,경기도,0.0,0.0,0.0,0.0,0.0,4.0
1147,1147,bangha11,57850,46,남자,지인추천,PC,개인,일반,0,45-49,서울특별시,1.0,0.0,0.0,0.0,1.0,0.0
1148,1148,bangjj1119,461710,30,남자,기타,PC,사업자,사업자,140,30-34,부산광역시,6.0,3.0,3.0,1.0,6.0,0.0
1149,1149,baobao123,488530,30,여자,잡지광고,모바일,사업자,사업자,464,30-34,서울특별시,7.0,4.0,4.0,0.0,7.0,0.0
1150,1150,barnana,57850,45,남자,잡지광고,모바일,사업자,일반,8,45-49,경기도,1.0,0.0,0.0,0.0,1.0,0.0
1151,1151,barobab2019,898810,40,남자,인터넷검색,PC,개인,일반,30,40-44,경기도,0.0,0.0,0.0,0.0,0.0,0.0
1152,1152,bash1441,140620,42,남자,전단지광고,모바일,사업자,사업자,133,40-44,경상북도,0.0,0.0,0.0,0.0,0.0,0.0
1153,1153,batda,248500,43,남자,잡지광고,모바일,사업자,사업자,110,40-44,제주특별자치도,2.0,0.0,0.0,0.0,0.0,0.0
