주문자ID,상품구매금액
unsinged_1189,73200
unsinged_119,223510
unsinged_1190,15030
unsinged_1191,83300
unsinged_1192,15030
unsinged_1193,10800
unsinged_1194,53600
unsinged_1195,30060
unsinged_1196,53600
unsinged_1197,30060
unsinged_1198,43200
unsinged_1199,20000
unsinged_12,1729100
unsinged_120,132500
unsinged_1200,83300
unsinged_1201,167780
unsinged_1202,55800
unsinged_1203,73200
unsinged_1204,126560
unsinged_1205,93000
unsinged_1206,105450
unsinged_1207,53600
unsinged_1208,107640
unsinged_1209,80880
unsinged_121,140750
unsinged_1210,82780
unsinged_1211,78780
unsinged_1212,133340
unsinged_1213,74930
unsinged_1214,123620
unsinged_1215,15030
unsinged_1216,58720
unsinged_1217,21110
unsinged_1218,74930
unsinged_1219,176300
unsinged_122,522020
unsinged_1220,58720
unsinged_1221,10720
unsinged_1222,96850
unsinged_1223,104000
unsinged_1224,104000
unsinged_1225,26780
unsinged_1226,75020
unsinged_1227,7600
unsinged_1228,29810
unsinged_1229,73820
unsinged_123,130680
unsinged_1230,53600
unsinged_1231,21110
unsinged_1232,53600
unsinged_1233,81430
unsinged_1234,150000
unsinged_1235,73820
unsinged_1236,29040
unsinged_1237,67920
unsinged_1238,53900
unsinged_1239,80020
unsinged_124,114950
unsinged_1240,117640
unsinged_1241,21200
unsinged_1242,53900
unsinged_1243,123940
unsinged_1244,76450
unsinged_1245,151070
unsinged_1246,177980
unsinged_1247,93000
unsinged_1248,75070
unsinged_1249,53900
unsinged_125,1338070
unsinged_1250,79200
unsinged_1251,10800
unsinged_1252,29200
unsinged_1253,63300
unsinged_1254,55050
unsinged_1255,96880
unsinged_1256,548400
unsinged_1257,301510
unsinged_1258,52800
unsinged_1259,193700
unsinged_126,268770
unsinged_1260,22300
unsinged_1261,38280
unsinged_1262,107580
unsinged_1263,83980
unsinged_1264,18450
unsinged_1265,118850
unsinged_1266,66400
unsinged_1267,73970
unsinged_1268,147400
unsinged_1269,53900
unsinged_127,339000
unsinged_1270,91350
unsinged_1271,56980
unsinged_1272,81620
unsinged_1273,81400
unsinged_1274,362040
unsinged_1275,30060
unsinged_1276,91350
unsinged_1277,104000
unsinged_1278,27110
unsinged_1279,91350
unsinged_128,113520
unsinged_1280,40200
unsinged_1281,187600
unsinged_1282,91350
unsinged_1283,104000
unsinged_1284,93000
unsinged_1285,93000
unsinged_1286,124400
unsinged_1287,27110
unsinged_1288,96850
unsinged_1289,86240
unsinged_129,967840
unsinged_1290,86240
unsinged_1291,96850
unsinged_1292,104000
unsinged_1293,130950
unsinged_13,198000
unsinged_130,395010
unsinged_131,116000
unsinged_132,54340
unsinged_133,194600
unsinged_134,160470
unsinged_135,74910
unsinged_136,70620
unsinged_137,233420
unsinged_138,115170
unsinged_139,78870
unsinged_14,380330
unsinged_140,251520
unsinged_141,68970
unsinged_142,70620
unsinged_143,275660
unsinged_144,42350
unsinged_145,138300
unsinged_146,133000
unsinged_147,148670
unsinged_148,339800
unsinged_149,444730
unsinged_15,119020
unsinged_150,64020
unsinged_151,519230
unsinged_152,91170
unsinged_153,428350
unsinged_154,138770
unsinged_155,17300
unsinged_156,175030
unsinged_157,146520
unsinged_158,133320
unsinged_159,48500
unsinged_16,1628310
unsinged_160,3900
unsinged_161,321970
unsinged_162,295360
unsinged_163,50160
unsinged_164,31410
unsinged_165,229200
unsinged_166,16150
unsinged_167,27440
unsinged_168,513540
unsinged_169,559530
unsinged_17,223600
unsinged_170,209590
unsinged_171,49700
unsinged_172,64440
unsinged_173,699970
unsinged_174,68970
unsinged_175,97750
unsinged_176,326630
unsinged_177,42740
unsinged_178,306400
unsinged_179,1111060
unsinged_18,334950
unsinged_180,57220
unsinged_181,138300
unsinged_182,330240
unsinged_183,174460
unsinged_184,105240
unsinged_185,798880
unsinged_186,54500
unsinged_187,20370
unsinged_188,99100
unsinged_189,83110
unsinged_19,70620
unsinged_190,204860
unsinged_191,122940
unsinged_192,91930
unsinged_193,91930
unsinged_194,434400
unsinged_195,810510
unsinged_196,511920
unsinged_197,103300
unsinged_198,80070
unsinged_199,191910
unsinged_2,273360
unsinged_20,553080
unsinged_200,67780
unsinged_201,720080
unsinged_202,511710
unsinged_203,150700
unsinged_204,19170
unsinged_205,105260
unsinged_206,206910
unsinged_207,20300
unsinged_208,421370
unsinged_209,295680
unsinged_21,81350
unsinged_210,63370
unsinged_211,180380
unsinged_212,682270
unsinged_213,991455
unsinged_214,223210
unsinged_215,3714300
unsinged_216,63070
unsinged_217,12750
unsinged_218,9190
unsinged_219,118250
unsinged_22,371060
unsinged_220,20370
unsinged_221,216210
unsinged_222,501070
unsinged_223,61600
unsinged_224,55870
unsinged_225,59820
unsinged_226,109080
unsinged_227,61470
unsinged_228,42510
unsinged_229,130640
unsinged_23,2067970
unsinged_230,321330
unsinged_231,177600
unsinged_232,100170
unsinged_233,332000
unsinged_234,637740
unsinged_235,82030
unsinged_236,58810
unsinged_237,119320
unsinged_238,86660
unsinged_239,10500
unsinged_24,307100
unsinged_240,177600
unsinged_241,89760
unsinged_242,249080
unsinged_243,67800
unsinged_244,371450
unsinged_245,367010
unsinged_246,61900
unsinged_247,98600
unsinged_248,29560
unsinged_249,48500
unsinged_25,188270
unsinged_250,9340
unsinged_251,61900
unsinged_252,429860
unsinged_253,22020
unsinged_254,118250
unsinged_255,93800
unsinged_256,165620
unsinged_257,118250
unsinged_258,32220
unsinged_259,384050
unsinged_26,1576500
unsinged_260,58810
unsinged_261,91620
unsinged_262,54500
unsinged_263,78990
unsinged_264,64000
unsinged_265,600980
unsinged_266,63070
unsinged_267,172000
unsinged_268,119750
unsinged_269,93720
unsinged_27,132500
unsinged_270,276960
unsinged_271,410420
unsinged_272,124540
unsinged_273,61900
unsinged_274,23120
unsinged_275,291240
unsinged_276,362470
unsinged_277,67800
unsinged_278,63410
unsinged_279,118250
unsinged_28,454670
unsinged_280,246400
unsinged_281,424220
unsinged_282,89800
unsinged_283,315770
unsinged_284,75820
unsinged_285,19910
unsinged_286,83660
unsinged_287,281360
unsinged_288,17300
unsinged_289,105000
unsinged_29,185900
unsinged_290,1497420
unsinged_291,188080
unsinged_292,54500
unsinged_293,112490
unsinged_294,209070
unsinged_295,165210
unsinged_296,134560
unsinged_297,159610
unsinged_298,9810
unsinged_299,129070
unsinged_3,68970
unsinged_30,600760
unsinged_300,71220
unsinged_301,12750
unsinged_302,11010
unsinged_303,107970
unsinged_304,119750
unsinged_305,421110
unsinged_306,259060
unsinged_307,58810
unsinged_308,160820
unsinged_309,278400
unsinged_31,1650540
unsinged_310,214210
unsinged_311,255660
unsinged_312,282230
unsinged_313,254890
unsinged_314,91270
unsinged_315,65640
unsinged_316,111740
unsinged_317,86020
unsinged_318,159610
unsinged_319,77830
unsinged_32,232230
unsinged_320,59670
unsinged_321,35000
unsinged_322,150480
unsinged_323,174040
unsinged_324,48500
unsinged_325,18600
unsinged_326,59670
unsinged_327,145500
unsinged_328,46310
unsinged_329,60900
unsinged_33,1925070
unsinged_330,61900
unsinged_331,74920
unsinged_332,63070
unsinged_333,61470
unsinged_334,193840
unsinged_335,883710
unsinged_336,74600
unsinged_337,18900
unsinged_338,74600
unsinged_339,162040
unsinged_34,87120
unsinged_340,48500
unsinged_341,226600
unsinged_342,570660
unsinged_343,57220
unsinged_344,18400
unsinged_345,61470
unsinged_346,129300
unsinged_347,127690
unsinged_348,74200
unsinged_349,360780
unsinged_35,29320
unsinged_350,209570
unsinged_351,118170
unsinged_352,98600
unsinged_353,26700
unsinged_354,301140
unsinged_355,985410
unsinged_356,203950
unsinged_357,55870
unsinged_358,74920
unsinged_359,123800
unsinged_36,87120
unsinged_360,121920
unsinged_361,30000
unsinged_362,79620
unsinged_363,535740
unsinged_364,175370
unsinged_365,75200
unsinged_366,18400
unsinged_367,260450
unsinged_368,75820
unsinged_369,60720
unsinged_37,132500
unsinged_370,154000
unsinged_371,18380
unsinged_372,32000
unsinged_373,61900
unsinged_374,118250
unsinged_375,63620
unsinged_376,628025
unsinged_377,115650
unsinged_378,135890
unsinged_379,54550
unsinged_38,239200
unsinged_380,141870
unsinged_381,194920
unsinged_382,881780
unsinged_383,11010
unsinged_384,269860
unsinged_385,215520
unsinged_386,206600
unsinged_387,71640
unsinged_388,99350
unsinged_389,239050
unsinged_39,508440
unsinged_390,198690
unsinged_391,18400
unsinged_392,170870
unsinged_393,70000
unsinged_394,70500
unsinged_395,42510
unsinged_396,69800
unsinged_397,39400
unsinged_398,115700
unsinged_399,17300
unsinged_4,3274550
unsinged_40,662300
unsinged_400,75820
unsinged_401,32220
unsinged_402,4300
unsinged_403,127390
unsinged_404,88350
unsinged_405,22500
unsinged_406,75820
unsinged_407,126140
unsinged_408,49700
unsinged_409,185700
unsinged_41,3492250
unsinged_410,6430
unsinged_411,176540
unsinged_412,190220
unsinged_413,60900
unsinged_414,61900
unsinged_415,57220
unsinged_416,76300
unsinged_417,352740
unsinged_418,190970
unsinged_419,62500
unsinged_42,4524430
unsinged_420,80500
unsinged_421,12750
unsinged_422,63620
unsinged_423,57220
unsinged_424,118250
unsinged_425,134740
unsinged_426,382100
unsinged_427,79620
unsinged_428,303950
unsinged_429,7720
unsinged_43,1102020
unsinged_430,67300
unsinged_431,78140
unsinged_432,16500
unsinged_433,51700
unsinged_434,318820
unsinged_435,116300
unsinged_436,41000
unsinged_437,22020
unsinged_438,61600
unsinged_439,290200
unsinged_44,216320
unsinged_440,123800
unsinged_441,206140
unsinged_442,78100
unsinged_443,96850
unsinged_444,168300
unsinged_445,155650
unsinged_446,73460
unsinged_447,221060
unsinged_448,53900
unsinged_449,107800
unsinged_45,74120
unsinged_450,53900
unsinged_451,18450
unsinged_452,275000
unsinged_453,287150
unsinged_454,432220
unsinged_455,5369125
unsinged_456,191400
unsinged_457,91300
unsinged_458,334880
unsinged_459,201450
unsinged_46,716100
unsinged_460,209000
unsinged_461,30680
unsinged_462,94600
unsinged_463,207020
unsinged_464,806760
unsinged_465,82500
unsinged_466,27000
unsinged_467,73530
unsinged_468,118850
unsinged_469,1346610
unsinged_47,1444000
unsinged_470,14600
unsinged_471,79420
unsinged_472,167240
unsinged_473,53900
unsinged_474,56980
unsinged_475,96850
unsinged_476,165220
unsinged_477,107800
unsinged_478,78650
unsinged_479,21200
unsinged_48,431170
unsinged_480,78650
unsinged_481,510200
unsinged_482,13500
unsinged_483,84700
unsinged_484,231300
unsinged_485,152950
unsinged_486,161700
unsinged_487,356550
unsinged_488,263260
unsinged_489,27000
unsinged_49,292390
unsinged_490,270600
unsinged_491,96800
unsinged_492,96800
unsinged_493,253480
unsinged_494,566100
unsinged_495,116600
unsinged_496,108900
unsinged_497,167200
unsinged_498,22660
unsinged_499,224500
unsinged_5,402930
unsinged_50,68970
unsinged_500,131040
unsinged_501,248600
unsinged_502,70000
unsinged_503,76000
unsinged_504,91300
unsinged_505,32450
unsinged_506,49500
unsinged_507,221100
unsinged_508,75900
unsinged_509,15950
unsinged_51,165540
unsinged_510,276460
unsinged_511,225600
unsinged_512,74800
unsinged_513,182750
unsinged_514,116600
unsinged_515,74800
unsinged_516,93500
unsinged_517,751480
unsinged_518,70000
unsinged_519,200250
unsinged_52,56760
unsinged_520,45100
unsinged_521,129300
unsinged_522,190540
unsinged_523,117500
unsinged_524,53000
unsinged_525,1403090
unsinged_526,25410
unsinged_527,20000
unsinged_528,150200
unsinged_529,35000
unsinged_53,1705520
unsinged_530,52000
unsinged_531,443700
unsinged_532,108900
unsinged_533,93500
unsinged_534,205120
unsinged_535,166000
unsinged_536,178000
unsinged_537,108900
unsinged_538,332250
unsinged_539,93500
unsinged_54,335500
unsinged_540,143000
unsinged_541,312500
unsinged_542,252980
unsinged_543,52000
unsinged_544,84000
unsinged_545,44000
unsinged_546,68400
unsinged_547,120000
unsinged_548,349660
unsinged_549,120000
unsinged_55,72270
unsinged_550,123760
unsinged_551,94600
unsinged_552,148000
unsinged_553,53000
unsinged_554,72600
unsinged_555,80000
unsinged_556,74000
unsinged_557,103400
unsinged_558,50800
unsinged_559,53000
unsinged_56,490710
unsinged_560,120000
unsinged_561,214000
unsinged_562,232000
unsinged_563,53000
unsinged_564,51500
unsinged_565,148000
unsinged_566,200250
unsinged_567,377300
unsinged_568,329600
unsinged_569,349280
unsinged_57,107580
unsinged_570,155050
unsinged_571,51500
unsinged_572,310400
unsinged_573,370020
unsinged_574,146270
unsinged_575,72600
unsinged_576,67000
unsinged_577,189900
unsinged_578,53000
unsinged_579,44000
unsinged_58,240020
unsinged_580,72000
unsinged_581,108900
unsinged_582,72000
unsinged_583,171000
unsinged_584,55500
unsinged_585,77000
unsinged_586,282010
unsinged_587,95600
unsinged_588,21000
unsinged_589,645955
unsinged_59,355940
unsinged_590,193760
unsinged_591,210800
unsinged_592,85400
unsinged_593,120000
unsinged_594,624370
unsinged_595,63240
unsinged_596,22000
unsinged_597,1275600
unsinged_598,84110
unsinged_599,108900
unsinged_6,1939390
unsinged_60,29320
unsinged_600,70000
unsinged_601,24000
unsinged_602,186500
unsinged_603,227740
unsinged_604,115500
unsinged_605,117300
unsinged_606,315720
unsinged_607,188880
unsinged_608,32500
unsinged_609,33000
unsinged_61,585100
unsinged_610,393010
unsinged_611,121080
unsinged_612,104070
unsinged_613,45000
unsinged_614,179370
unsinged_615,33920
unsinged_616,60540
unsinged_617,307620
unsinged_618,156380
unsinged_619,347100
unsinged_62,131670
unsinged_620,60540
unsinged_621,228590
unsinged_622,96460
unsinged_623,33920
unsinged_624,88520
unsinged_625,61970
unsinged_626,413400
unsinged_627,61970
unsinged_628,57200
unsinged_629,131970
unsinged_63,186620
unsinged_630,148000
unsinged_631,94020
unsinged_632,88520
unsinged_633,151220
unsinged_634,92520
unsinged_635,87430
unsinged_636,198620
unsinged_637,33920
unsinged_638,60540
unsinged_639,403580
unsinged_64,147850
unsinged_640,151220
unsinged_641,80670
unsinged_642,123900
unsinged_643,103500
unsinged_644,432410
unsinged_645,173740
unsinged_646,30840
unsinged_647,260610
unsinged_648,261830
unsinged_649,121080
unsinged_65,71450
unsinged_650,109600
unsinged_651,81500
unsinged_652,235750
unsinged_653,94020
unsinged_654,60540
unsinged_655,60540
unsinged_656,61970
unsinged_657,1006970
unsinged_658,319800
unsinged_659,74400
unsinged_66,265000
unsinged_660,88520
unsinged_661,63240
unsinged_662,90940
unsinged_663,77100
unsinged_664,603990
unsinged_665,77370
unsinged_666,94020
unsinged_667,67840
unsinged_668,139000
unsinged_669,255800
unsinged_67,101100
unsinged_670,90940
unsinged_671,98860
unsinged_672,611200
unsinged_673,52950
unsinged_674,394900
unsinged_675,33920
unsinged_676,33920
unsinged_677,240400
unsinged_678,83790
unsinged_679,521810
unsinged_68,342480
unsinged_680,100620
unsinged_681,98860
unsinged_682,63240
unsinged_683,91400
unsinged_684,86870
unsinged_685,33920
unsinged_686,60540
unsinged_687,91670
unsinged_688,263300
unsinged_689,138800
unsinged_69,2051180
unsinged_690,94020
unsinged_691,129910
unsinged_692,142100
unsinged_693,94020
unsinged_694,33920
unsinged_695,73850
unsinged_696,88520
unsinged_697,63950
unsinged_698,216000
unsinged_699,28200
unsinged_7,134640
unsinged_70,78870
unsinged_700,60540
unsinged_701,60540
unsinged_702,474160
unsinged_703,94020
unsinged_704,78800
unsinged_705,230710
unsinged_706,63240
unsinged_707,157150
unsinged_708,100620
unsinged_709,591370
unsinged_71,290700
unsinged_710,98860
unsinged_711,272920
unsinged_712,30840
unsinged_713,468530
unsinged_714,121830
unsinged_715,60540
unsinged_716,74400
unsinged_717,1154440
unsinged_718,60540
unsinged_719,104600
unsinged_72,124250
unsinged_720,252690
unsinged_721,83790
unsinged_722,236000
unsinged_723,123500
unsinged_724,122200
unsinged_725,494555
unsinged_726,61700
unsinged_727,85440
unsinged_728,494555
unsinged_729,73850
unsinged_73,3590
unsinged_730,78800
unsinged_731,60540
unsinged_732,231280
unsinged_733,104600
unsinged_734,295140
unsinged_735,299800
unsinged_736,82480
unsinged_737,149800
unsinged_738,143600
unsinged_739,60540
unsinged_74,756870
unsinged_740,101900
unsinged_741,74400
unsinged_742,250280
unsinged_743,403200
unsinged_744,12500
unsinged_745,60540
unsinged_746,254700
unsinged_747,61700
unsinged_748,282600
unsinged_749,255800
unsinged_75,74630
unsinged_750,68900
unsinged_751,185440
unsinged_752,86870
unsinged_753,156870
unsinged_754,194610
unsinged_755,91400
unsinged_756,99200
unsinged_757,220360
unsinged_758,122200
unsinged_759,122200
unsinged_76,424220
unsinged_760,60540
unsinged_761,543890
unsinged_762,94020
unsinged_763,70000
unsinged_764,134730
unsinged_765,131200
unsinged_766,127060
unsinged_767,172670
unsinged_768,63240
unsinged_769,354660
unsinged_77,720550
unsinged_770,169370
unsinged_771,195250
unsinged_772,121080
unsinged_773,61680
unsinged_774,153200
unsinged_775,102500
unsinged_776,77700
unsinged_777,63240
unsinged_778,79900
unsinged_779,141120
unsinged_78,71450
unsinged_780,217600
unsinged_781,63950
unsinged_782,383400
unsinged_783,60540
unsinged_784,78800
unsinged_785,60540
unsinged_786,157600
unsinged_787,129330
unsinged_788,30840
unsinged_789,1091560
unsinged_79,3745630
unsinged_790,116060
unsinged_791,55480
unsinged_792,80670
unsinged_793,61700
unsinged_794,77700
unsinged_795,70500
unsinged_796,131200
unsinged_797,378100
unsinged_798,127900
unsinged_799,65000
unsinged_8,123420
unsinged_80,574900
unsinged_800,73910
unsinged_801,60540
unsinged_802,713510
unsinged_803,176270
unsinged_804,140610
unsinged_805,60540
unsinged_806,73910
unsinged_807,340140
unsinged_808,206000
unsinged_809,83790
unsinged_81,137950
unsinged_810,179000
unsinged_811,195020
unsinged_812,60540
unsinged_813,116240
unsinged_814,189460
unsinged_815,68900
unsinged_816,93040
unsinged_817,80450
unsinged_818,128050
unsinged_819,96460
unsinged_82,3107280
unsinged_820,66750
unsinged_821,150800
unsinged_822,131200
unsinged_823,177300
unsinged_824,91670
unsinged_825,121080
unsinged_826,59590
unsinged_827,43030
unsinged_828,238450
unsinged_829,60360
unsinged_83,76400
unsinged_830,60540
unsinged_831,112900
unsinged_832,454770
unsinged_833,240760
unsinged_834,107900
unsinged_835,112900
unsinged_836,368210
unsinged_837,247000
unsinged_838,94020
unsinged_839,120720
unsinged_84,5130
unsinged_840,54600
unsinged_841,81500
unsinged_842,94020
unsinged_843,77700
unsinged_844,161900
unsinged_845,79450
unsinged_846,472800
unsinged_847,68900
unsinged_848,165180
unsinged_849,57900
unsinged_85,8850
unsinged_850,43030
unsinged_851,120600
unsinged_852,30840
unsinged_853,63240
unsinged_854,103620
unsinged_855,56760
unsinged_856,185900
unsinged_857,103620
unsinged_858,226050
unsinged_859,157080
unsinged_86,180400
unsinged_860,261360
unsinged_861,140750
unsinged_862,149490
unsinged_863,68970
unsinged_864,68970
unsinged_865,68970
unsinged_866,68970
unsinged_867,68970
unsinged_868,68970
unsinged_869,113520
unsinged_87,73920
unsinged_870,184470
unsinged_871,58410
unsinged_872,41910
unsinged_873,479490
unsinged_874,76400
unsinged_875,103620
unsinged_876,261250
unsinged_877,68970
unsinged_878,245250
unsinged_879,86790
unsinged_88,933000
unsinged_880,86790
unsinged_881,132500
unsinged_882,56760
unsinged_883,82170
unsinged_884,75570
unsinged_885,315480
unsinged_886,235290
unsinged_887,77220
unsinged_888,99660
unsinged_889,116820
unsinged_89,1188440
unsinged_890,207240
unsinged_891,283800
unsinged_892,78870
unsinged_893,101310
unsinged_894,22110
unsinged_895,76400
unsinged_896,402270
unsinged_897,215640
unsinged_898,52800
unsinged_899,77220
unsinged_9,400000
unsinged_90,138270
unsinged_900,192720
unsinged_901,110220
unsinged_902,51810
unsinged_903,129360
unsinged_904,100110
unsinged_905,83820
unsinged_906,131670
unsinged_907,66500
unsinged_908,73920
unsinged_909,93720
unsinged_91,181830
unsinged_910,87120
unsinged_911,190740
unsinged_912,13910
unsinged_913,93720
unsinged_914,93720
unsinged_915,115470
unsinged_916,76400
unsinged_917,39480
unsinged_918,11660
unsinged_919,77220
unsinged_92,197940
unsinged_920,71450
unsinged_921,11660
unsinged_922,88770
unsinged_923,56760
unsinged_924,5860
unsinged_925,71450
unsinged_926,78870
unsinged_927,75570
unsinged_928,78870
unsinged_929,38320
unsinged_93,66500
unsinged_930,158570
unsinged_931,130350
unsinged_932,233810
unsinged_933,221760
unsinged_934,7960
unsinged_935,76400
unsinged_936,58300
unsinged_937,87120
unsinged_938,146520
unsinged_939,119020
unsinged_94,150320
unsinged_940,147820
unsinged_941,10170
unsinged_942,193220
unsinged_943,73920
unsinged_944,130350
unsinged_945,88770
unsinged_946,196890
unsinged_947,4600
unsinged_948,173580
unsinged_949,249520
unsinged_95,224930
unsinged_950,124250
unsinged_951,58410
unsinged_952,243270
unsinged_953,74030
unsinged_954,152800
unsinged_955,146520
unsinged_956,78870
unsinged_957,14660
unsinged_958,259770
unsinged_959,17900
unsinged_96,1036380
unsinged_960,92950
unsinged_961,231660
unsinged_962,153810
unsinged_963,56760
unsinged_964,159390
unsinged_965,76400
unsinged_966,144540
unsinged_967,66500
unsinged_968,61710
unsinged_969,192720
unsinged_97,2272650
unsinged_970,200640
unsinged_971,156090
unsinged_972,154420
unsinged_973,78870
unsinged_974,154440
unsinged_975,103620
unsinged_976,87120
unsinged_977,13910
unsinged_978,1300
unsinged_979,92070
unsinged_98,120450
unsinged_980,53790
unsinged_981,140750
unsinged_982,169950
unsinged_983,86790
unsinged_984,42350
unsinged_985,98010
unsinged_986,37230
unsinged_987,58410
unsinged_988,184970
unsinged_989,294860
unsinged_99,784290
unsinged_990,93720
unsinged_991,3390
unsinged_992,230840
unsinged_993,294030
unsinged_994,131670
unsinged_995,58410
unsinged_996,124250
unsinged_997,106920
unsinged_998,124250
unsinged_999,157740
us0216,923630
usamifood,1498730
usky4080,135850
vavo5008,21500
vely1212,298400
vfc09,852080
victorychk1,199850
vince0913,55000
vitsoe,147950
vjofok,2437240
vjvj4644,261860
voice222,81400
volroki,813210
vu1579,464410
wait104,520170
wams0880,72000
wan34i2,1116630
wangthen,119750
wangyt3217,1811890
wanya,172000
wayren,390700
wb0606,20000
wee1816,67320
wellbeingmentor,158170
wer9947,1296290
wh0721gml,569290
whasan1369,5907020
whasan8880,679060
whdqns21,119750
whghtjq33,3454450
whitemodel,421920
whm1981,211570
whoayou,108110
whtaksgks,567440
whtjsdhr10,366260
whtjsrnrqkq1117,1768960
win8709,802950
winr800,10028100
wins,12750
wistudy,79000
withkjr,157900
wj7952,54550
wjdals3750,123940
wjdals410,60280
wjddl148,137680
wjddns77,2537040
wjdtjdals,91770
wjin0011,731650
wjsdurwk,192340
wkd0203,1660910
wkd2942,1313080
wkdwjs34,223480
wkrdir29,103920
wldud8660,53900
wldus0513,2333620
wlfkf188,997570
wlgus0510,133320
wlstnrdl100,194450
wltndlstn,183840
wndghkqkswja,2618190
wndhks578,158620
wndjdqkqh,14615130
wodnr8855,7007440
wolsunne,322790
wonhee0102,134000
wonkwang27,88770
wonsim74,22110
woo610712,997730
woosami,413340
wori0707,4911860
worinuri1004,458040
wotngks,1307200
wowkiki1234,66670
wownsdl,99350
wpals112,214370
wwkk0623,25000
wytm5445,12750
xiahua30000,2990950
xigol80,3615630
xkkk112,115700
xogml1411,58410
xteeme,108570
y409332574,528580
yagtech,1622850
yajasu,595040
yamaha011,105600
yamma0206,432040
yang7815,655830
yang9201,1580400
yangpuniga,213240
yanii777,9105510
yasidj,266670
yawoo4583,99350
ybbvan,477200
yddorai,113200
ydj6050,282520
ydongjin,60720
ydw9666,268400
ye0243,839140
ye7601,659550
yearang1004,5405780
yena8838,121890
yes3825,31050
yes3860,201240
yesbyun,3800420
yestem,108900
yeullia,353970
yeullia7,568220
yeuni586,147840
yewon,193950
yezi0927,138300
ygcb,1719780
ygj0418,39300
yh0996,270270
yhbang0616,723200
yhj9363,735735
yhm1014,120120
yhs6763,164100
yhshin,116000
yhtech08,136180
yihun1969,110600
yinhk,395660
yj2357h,417360
yjcho78,439190
yjlee8111,133350
yjr1096,661310
yjyang0809,49700
ymg1866,57850
ymg4714,500800
ymjgoodmam,11010
yogg5236,381400
yokimon,1769140
yong2056,234640
yongdduk,200640
yosoub3060,52800
you1234,2580290
youhwa07,106700
youme48,1053800
youn7113,73920
youn88824,51000
young2230,294270
young7220,121080
young725,340700
youngi9912,192720
youngjun9639,491020
yr33guy,77100
yrkim1848,467780
ys3409,127600
ysj8036,2810940
yskim2937,2016480
ysl12,578870
ysnoh11,579260
yss3400,114440
yssj1201,170980
ystnjjang0923,255250
ysy1911,157670
yudogyu82,75900
yuga2525,84600
yuhjiokl,12750
yuhong74,32680
yuji1234,1442790
yujinback,818860
yukdae6001,234220
yukisky,617430
yul1207,1556930
yumenokazu,123940
yun012369,75820
yun12369,81600
yun4314,82670
yun5147,256200
yun6863,1011180
yung586,477020
yunhee1219,1496450
yunhee9298,438730
yunney,240840
yunsun0814,137540
yunsun5919,63620
yuri0701,2126220
yustina0728,594220
ywca897,2279560
ywg9669,847790
yws7497,151280
yyj82,93500
yyj8918,80070
yyk1104,5653790
yyy1428,144300
z016291,38320
zagm10,7057280
zamppo2,105260
zamppo3,56760
zasm2925,733690
zftvs054,12750
zhuiqiu,287210
zibbab,103300
ziral29,240660
zlbearlz,138910
zltm0110,387960
zlxm777,5412570
zoo71h,174670
zuingong73,464670
zxvnm07,94380
zxxz60,1341280
zzar2000,1534750
zzbbwmf,1160550
zzzxkxk91,153650
