,상품코드,상품명(기본),연관있는상품번호,연관있는상품명,지지도
3092,1218,반찬용기 212 1칸 블랙 600개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.059000000000000004
3093,1205,"175mm 수저 백색 1,500개 맛있숟갈",172,PP 6칸 도시락용기 02 200개 1박스,0.051
3094,1204,비닐봉투 무지 소 백색 200개,172,PP 6칸 도시락용기 02 200개 1박스,0.033
3095,1203,비닐봉투 무지 중 백색 200개,172,PP 6칸 도시락용기 02 200개 1박스,0.025
3096,1201,비닐봉투 무지 특대 백색 100개,172,PP 6칸 도시락용기 02 200개 1박스,0.013999999999999999
3097,1190,반찬용기 D-365 5칸 투명 200개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.042
3098,1189,반찬용기 D-1016-1 1칸 투명 600개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.25
3099,1182,우동용기 중 백색 400개 1박스,172,PP 6칸 도시락용기 02 200개 1박스,0.016
3100,1168,130파이 찬용기 대 350ml 800개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.042
3101,1167,130파이 찬용기 특대 450ml 800개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.033
3102,1126,190파이 고강도 미니탕용기 백색 400개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.017
3103,1124,어린이 죽용기 소 300ml 600개 1set(2박스/사각반죽),172,PP 6칸 도시락용기 02 200개 1박스,0.067
3104,1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),172,PP 6칸 도시락용기 02 200개 1박스,0.10800000000000001
3105,1091,"70파이 다용도컵 세트 1호 소 70ml 블랙 PS-3,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.021
3106,1089,"95파이 다용도컵 세트 4호 대 270ml 블랙 PS-1,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.023
3107,1085,195파이 미니탕용기 투톤 300개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.034
3108,1082,고강도 감자탕용기 대 200개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.02
3109,1072,"170mm 수저 백색 1,500개 1박스",172,PP 6칸 도시락용기 02 200개 1박스,0.032
3110,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.04
3111,1070,"105파이 다용도컵 세트 5호 중 300ml 블랙 PS-1,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.022000000000000002
3112,1040,스티로폼 백색 18호 1칸 500개 1박스,172,PP 6칸 도시락용기 02 200개 1박스,0.011000000000000001
3113,1039,"단무지 2칸 1,200개 1박스",172,PP 6칸 도시락용기 02 200개 1박스,0.028999999999999998
3114,964,"실링용기 2호 노랑 1,000ml 800개 1박스",172,PP 6칸 도시락용기 02 200개 1박스,0.036000000000000004
3115,949,실링용기 2-5호 (21호) 노랑 900ml 800개 1박스,172,PP 6칸 도시락용기 02 200개 1박스,0.028999999999999998
3116,933,실링용기 70-5A 백색 5칸 600개 1박스,172,PP 6칸 도시락용기 02 200개 1박스,0.028999999999999998
3117,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,172,PP 6칸 도시락용기 02 200개 1박스,0.091
3118,605,사각 죽용기 신형 중 750ml 500개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.011000000000000001
3119,603,195파이 미니탕용기 블랙 300개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.025
3120,589,위생 장갑 100매 2개,172,PP 6칸 도시락용기 02 200개 1박스,0.047
3121,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",172,PP 6칸 도시락용기 02 200개 1박스,0.011000000000000001
3122,480,125파이 원형용기 소 250ml 백색 PP 600개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.013999999999999999
3123,478,125파이 원형용기 대 450ml 백색 PP 600개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.019
3124,450,PP 7칸 도시락용기 L2 200개 1박스,172,PP 6칸 도시락용기 02 200개 1박스,0.045
3125,443,"130파이 원형용기 소 350ml 백색 PP 1,200개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.036000000000000004
3126,420,업소용도마 특4호,172,PP 6칸 도시락용기 02 200개 1박스,0.33299999999999996
3127,250,160 실링필름 Hold 160mm x 200 meter 투명 무지 4롤 1박스,172,PP 6칸 도시락용기 02 200개 1박스,0.012
3128,184,170파이 원형 샐러드 3칸 150ml x 3 검정 400개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.019
3129,142,"170mm 다용도A수저 검정 1,500개 1박스",172,PP 6칸 도시락용기 02 200개 1박스,0.031
3130,106,실링용기 6호 TI-507 백색 200ml 2400개 1박스,172,PP 6칸 도시락용기 02 200개 1박스,0.045
3131,96,사각 죽용기 대 2칸 920ml 500개 1set(2박스),172,PP 6칸 도시락용기 02 200개 1박스,0.022000000000000002
3132,74,"340파이 타원 찜용기 소 1,800ml 200개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.01
3133,68,"사각찜용기 소 2,000ml 100개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.01
3134,47,"70파이 다용도컵 세트 1호 특소 50ml 백색 PS 3,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.015
3135,46,"105파이 다용도컵 세트 5호 특대 400ml 백색 PS 1,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.032
3136,45,"105파이 다용도컵 세트 5호 대 370ml 백색 PS 1,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.02
3137,44,"105파이 다용도컵 세트 5호 중 300ml 백색 PS 1,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.024
3138,42,"95파이 다용도컵 세트 4호 소 200ml 백색 PS 1,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.017
3139,40,"75파이 다용도컵 세트 3호 소 150ml 백색 PS 3,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.021
3140,39,"70파이 다용도컵 세트 2호 대 80ml 백색 PS 3,000개 1set(2박스)",172,PP 6칸 도시락용기 02 200개 1박스,0.022000000000000002
3141,1539,"95파이 다용도컵 세트 4호 소 200ml 블랙 PS 1,000개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.055999999999999994
3142,1357,"300파이 고강도 원형 찜용기 대 백색 4,000ml 100개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.067
3143,1356,"300파이 고강도 원형 찜용기 특대 백색 4,500ml 100개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.14300000000000002
3144,1343,"비닐봉투 맛난거들었쪙 소 백색 1,000개",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.02
3145,1341,"비닐봉투 맛난거들었쪙 대 백색 1,000개",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.019
3146,1340,"비닐봉투 맛난거들었쪙 특대 백색 1,000개",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.05
3147,1303,116파이 원형용기 대 투명 600개 1set(2박스),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.043
3148,1270,비닐봉투 배달중 대 백색 200개,72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.016
3149,1230,반찬용기 202-2 2칸 블랙 1000개 1set(2박스),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.053
3150,1168,130파이 찬용기 대 350ml 800개 1set(2박스),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.013999999999999999
3151,1126,190파이 고강도 미니탕용기 백색 400개 1set(2박스),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.033
3152,1089,"95파이 다용도컵 세트 4호 대 270ml 블랙 PS-1,000개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.011000000000000001
3153,1083,고강도 감자탕용기 중 200개 1set(2박스),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.012
3154,1082,고강도 감자탕용기 대 200개 1set(2박스),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.02
3155,1072,"170mm 수저 백색 1,500개 1박스",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.011000000000000001
3156,1040,스티로폼 백색 18호 1칸 500개 1박스,72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.011000000000000001
3157,946,실링용기 23194-5A 백색 5칸 400개 1박스,72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.111
3158,945,"실링용기 23195 백색 1,500ml 400개 1박스",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.023
3159,447,PP 5칸 도시락용기 04 200개 1박스(작은 사이즈),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.01
3160,176,170파이 원형 샐러드 1칸 550ml x 1 검정 400개 1set(2박스),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.022000000000000002
3161,96,사각 죽용기 대 2칸 920ml 500개 1set(2박스),72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.022000000000000002
3162,86,"300파이 원형 찜용기 왕대 투명 4,500ml 100개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.017
3163,70,"사각찜용기 중 2,500ml 100개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.136
3164,68,"사각찜용기 소 2,000ml 100개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.08199999999999999
3165,47,"70파이 다용도컵 세트 1호 특소 50ml 백색 PS 3,000개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.011000000000000001
3166,46,"105파이 다용도컵 세트 5호 특대 400ml 백색 PS 1,000개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.013000000000000001
3167,39,"70파이 다용도컵 세트 2호 대 80ml 백색 PS 3,000개 1set(2박스)",72,"사각찜용기 대 3,200ml 100개 1set(2박스)",0.022000000000000002
3168,1539,"95파이 다용도컵 세트 4호 소 200ml 블랙 PS 1,000개 1set(2박스)",937,"실링용기 70호 백색 1,000ml 600개 1박스",0.055999999999999994
3169,1440,생수1500 70개(1BOX),937,"실링용기 70호 백색 1,000ml 600개 1박스",1.0
3170,1315,"실링용기 3-5호 검정 500ml 1,200개 1박스",937,"실링용기 70호 백색 1,000ml 600개 1박스",0.023
3171,1277,사각밀폐용기 중 투명 400개 1set(2박스/직사각 850ml),937,"실링용기 70호 백색 1,000ml 600개 1박스",0.053
3172,1274,우동용기 특대 검정 400개 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.022000000000000002
3173,1272,비닐봉투 배달중 소 백색 200개,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.018000000000000002
3174,1271,비닐봉투 배달중 중 백색 200개,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.018000000000000002
3175,1269,비닐봉투 배달중 특대 백색 100개,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.03
3176,1231,반찬용기 202 1칸 투명 1000개 1set(2박스),937,"실링용기 70호 백색 1,000ml 600개 1박스",0.061
3177,1167,130파이 찬용기 특대 450ml 800개 1set(2박스),937,"실링용기 70호 백색 1,000ml 600개 1박스",0.011000000000000001
3178,1134,[250 몰드 추가 구매],937,"실링용기 70호 백색 1,000ml 600개 1박스",0.111
3179,1131,실링기계 250 수동 식품포장 몰드교체형 몰드1개포함,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.14800000000000002
3180,962,"실링용기 3호 백색 650ml 1,200개 1박스",937,"실링용기 70호 백색 1,000ml 600개 1박스",0.018000000000000002
3181,957,"실링용기 3-5호 백색 500ml 1,200개 1박스",937,"실링용기 70호 백색 1,000ml 600개 1박스",0.017
3182,949,실링용기 2-5호 (21호) 노랑 900ml 800개 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.028999999999999998
3183,938,실링용기 69호 백색 800ml 600개 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.16699999999999998
3184,933,실링용기 70-5A 백색 5칸 600개 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.028999999999999998
3185,932,실링용기 84-2A 백색 2칸 500개 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.045
3186,931,"실링용기 71호 백색 2,200ml 400개 1박스",937,"실링용기 70호 백색 1,000ml 600개 1박스",0.15
3187,928,"실링용기 84호 백색 1,500ml 500개 1박스",937,"실링용기 70호 백색 1,000ml 600개 1박스",0.183
3188,481,PP 4칸 사각찬용기 300개 1set(2박스/21164-4칸),937,"실링용기 70호 백색 1,000ml 600개 1박스",0.013999999999999999
3189,478,125파이 원형용기 대 450ml 백색 PP 600개 1set(2박스),937,"실링용기 70호 백색 1,000ml 600개 1박스",0.019
3190,440,우동용기 대 백색 400개 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.011000000000000001
3191,254,200 실링필름 Hold 200mm x 200 meter 투명 무지 4롤 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.083
3192,252,190 실링필름 Hold 190mm x 200 meter 투명 무지 4롤 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.161
3193,106,실링용기 6호 TI-507 백색 200ml 2400개 1박스,937,"실링용기 70호 백색 1,000ml 600개 1박스",0.045
3194,43,"95파이 다용도컵 세트 4호 대 270ml 백색 PS 1,000개 1set(2박스)",937,"실링용기 70호 백색 1,000ml 600개 1박스",0.018000000000000002
3195,39,"70파이 다용도컵 세트 2호 대 80ml 백색 PS 3,000개 1set(2박스)",937,"실링용기 70호 백색 1,000ml 600개 1박스",0.011000000000000001
3196,1539,"95파이 다용도컵 세트 4호 소 200ml 블랙 PS 1,000개 1set(2박스)",938,실링용기 69호 백색 800ml 600개 1박스,0.055999999999999994
3197,1316,"실링용기 3호 검정 650ml 1,200개 1박스",938,실링용기 69호 백색 800ml 600개 1박스,0.018000000000000002
3198,1134,[250 몰드 추가 구매],938,실링용기 69호 백색 800ml 600개 1박스,0.111
3199,1131,실링기계 250 수동 식품포장 몰드교체형 몰드1개포함,938,실링용기 69호 백색 800ml 600개 1박스,0.037000000000000005
3200,946,실링용기 23194-5A 백색 5칸 400개 1박스,938,실링용기 69호 백색 800ml 600개 1박스,0.111
3201,945,"실링용기 23195 백색 1,500ml 400개 1박스",938,실링용기 69호 백색 800ml 600개 1박스,0.023
3202,937,"실링용기 70호 백색 1,000ml 600개 1박스",938,실링용기 69호 백색 800ml 600개 1박스,0.037000000000000005
3203,933,실링용기 70-5A 백색 5칸 600개 1박스,938,실링용기 69호 백색 800ml 600개 1박스,0.059000000000000004
3204,932,실링용기 84-2A 백색 2칸 500개 1박스,938,실링용기 69호 백색 800ml 600개 1박스,0.045
3205,928,"실링용기 84호 백색 1,500ml 500개 1박스",938,실링용기 69호 백색 800ml 600개 1박스,0.017
3206,254,200 실링필름 Hold 200mm x 200 meter 투명 무지 4롤 1박스,938,실링용기 69호 백색 800ml 600개 1박스,0.027999999999999997
3207,1539,"95파이 다용도컵 세트 4호 소 200ml 블랙 PS 1,000개 1set(2박스)",1502,웰빙 안새내 소(겨자) 10개(1BOX),0.055999999999999994
3208,1504,웰빙 안새내 대 10개(1BOX),1502,웰빙 안새내 소(겨자) 10개(1BOX),1.0
3209,1304,140파이 중식소스용기 투명 600개 1set(2박스/사발 소),1502,웰빙 안새내 소(겨자) 10개(1BOX),0.043
3210,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,1502,웰빙 안새내 소(겨자) 10개(1BOX),0.011000000000000001
3211,1040,스티로폼 백색 18호 1칸 500개 1박스,1502,웰빙 안새내 소(겨자) 10개(1BOX),0.011000000000000001
3212,1522,목향 양념단지 2호 10개(1BOX),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),1.0
3213,1352,간장게장용기 투명 200개 1set(2박스/직사각 2.7L),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.2
3214,1350,"175mm 수저 투명 1,500개 맛있숟갈",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.023
3215,1325,"비닐봉투 무지 대 백색 1,000개",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.027000000000000003
3216,1277,사각밀폐용기 중 투명 400개 1set(2박스/직사각 850ml),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.053
3217,1236,반찬용기 105 1칸 블랙 900개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.027000000000000003
3218,1235,반찬용기 105 1칸 투명 900개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.016
3219,1231,반찬용기 202 1칸 투명 1000개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.02
3220,1223,반찬용기 204-2 2칸 투명 800개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.14300000000000002
3221,1222,반찬용기 211 1칸 블랙 600개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.034
3222,1218,반찬용기 212 1칸 블랙 600개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.059000000000000004
3223,1205,"175mm 수저 백색 1,500개 맛있숟갈",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.018000000000000002
3224,1201,비닐봉투 무지 특대 백색 100개,605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.013999999999999999
3225,1167,130파이 찬용기 특대 450ml 800개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.016
3226,1126,190파이 고강도 미니탕용기 백색 400개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.017
3227,1124,어린이 죽용기 소 300ml 600개 1set(2박스/사각반죽),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.067
3228,1121,220파이 고강도 냉면용기 대 200개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.016
3229,1091,"70파이 다용도컵 세트 1호 소 70ml 블랙 PS-3,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.017
3230,1089,"95파이 다용도컵 세트 4호 대 270ml 블랙 PS-1,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.011000000000000001
3231,937,"실링용기 70호 백색 1,000ml 600개 1박스",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.012
3232,595,"원형 270mm 알루미늄 직화 냄비 소 1,800ml 200개 1박스",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.2
3233,589,위생 장갑 100매 2개,605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.031
3234,481,PP 4칸 사각찬용기 300개 1set(2박스/21164-4칸),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.013999999999999999
3235,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.015
3236,445,PP 4칸 도시락용기 A 200개 1박스,605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.012
3237,442,"130파이 원형용기 대 470ml 백색 PP 1,200개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.036000000000000004
3238,437,"105파이 다용도컵 세트 5호 소 250ml 백색 PS 1,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.015
3239,180,170파이 원형 샐러드 2칸 250ml x 2 검정 400개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.1
3240,142,"170mm 다용도A수저 검정 1,500개 1박스",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.031
3241,96,사각 죽용기 대 2칸 920ml 500개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.133
3242,94,"사각 죽용기 특대 1,150ml 500개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.025
3243,90,사각 죽용기 중 920ml 500개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.019
3244,88,사각 죽용기 소 550ml 500개 1set(2박스),605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.027000000000000003
3245,82,"300파이 원형 찜용기 중 투명 3,500ml 100개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.016
3246,80,"300파이 원형 찜용기 소 투명 2,500ml 100개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.024
3247,48,"70파이 다용도컵 세트 1호 소 70ml 투명 PS 3,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.027000000000000003
3248,47,"70파이 다용도컵 세트 1호 특소 50ml 백색 PS 3,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.026000000000000002
3249,45,"105파이 다용도컵 세트 5호 대 370ml 백색 PS 1,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.018000000000000002
3250,42,"95파이 다용도컵 세트 4호 소 200ml 백색 PS 1,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.021
3251,40,"75파이 다용도컵 세트 3호 소 150ml 백색 PS 3,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.028999999999999998
3252,39,"70파이 다용도컵 세트 2호 대 80ml 백색 PS 3,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.054000000000000006
3253,38,"70파이 다용도컵 세트 1호 소 70ml 백색 PS 3,000개 1set(2박스)",605,사각 죽용기 신형 중 750ml 500개 1set(2박스),0.013000000000000001
3254,1507,위생초장병 대 10개(1BOX),1495,소프트양념병 소 10개(1BOX),1.0
3255,1505,웰빙 안새내 특대 10개(1BOX),1463,누드 케찹병 중 10개(1BOX),1.0
3256,1467,리빙e겨자병 중 10개(1BOX),1463,누드 케찹병 중 10개(1BOX),1.0
3257,1504,웰빙 안새내 대 10개(1BOX),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,1.0
3258,1502,웰빙 안새내 소(겨자) 10개(1BOX),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.5
3259,1358,"300파이 고강도 원형 찜용기 중 백색 3,500ml 100개 1set(2박스)",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.125
3260,1357,"300파이 고강도 원형 찜용기 대 백색 4,000ml 100개 1set(2박스)",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.067
3261,1350,"175mm 수저 투명 1,500개 맛있숟갈",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.023
3262,1343,"비닐봉투 맛난거들었쪙 소 백색 1,000개",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.02
3263,1342,"비닐봉투 맛난거들었쪙 중 백색 1,000개",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.023
3264,1341,"비닐봉투 맛난거들었쪙 대 백색 1,000개",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.019
3265,1304,140파이 중식소스용기 투명 600개 1set(2박스/사발 소),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.043
3266,1297,"198mm (7치) 대나무젓가락 1,500개 끝내젓갈",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.037000000000000005
3267,1283,"175mm 수저 검정 1,500개 1박스",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.013000000000000001
3268,1278,사각밀폐용기 소 투명 800개 1set(2박스/직사각 500ml),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.1
3269,1277,사각밀폐용기 중 투명 400개 1set(2박스/직사각 850ml),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.053
3270,1270,비닐봉투 배달중 대 백색 200개,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.031
3271,1269,비닐봉투 배달중 특대 백색 100개,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.03
3272,1268,비닐봉투 맛난거들었쪙 소 백색 200개,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.08
3273,1267,비닐봉투 맛난거들었쪙 중 백색 200개,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.066
3274,1266,비닐봉투 맛난거들었쪙 대 백색 200개,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.098
3275,1230,반찬용기 202-2 2칸 블랙 1000개 1set(2박스),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.026000000000000002
3276,1229,반찬용기 202-2 2칸 투명 1000개 1set(2박스),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.071
3277,1224,반찬용기 204-2 2칸 블랙 800개 1set(2박스),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.053
3278,1218,반찬용기 212 1칸 블랙 600개 1set(2박스),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.059000000000000004
3279,1205,"175mm 수저 백색 1,500개 맛있숟갈",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.026000000000000002
3280,1204,비닐봉투 무지 소 백색 200개,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.017
3281,1203,비닐봉투 무지 중 백색 200개,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.017
3282,1202,비닐봉투 무지 대 백색 200개,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.024
3283,1193,반찬용기 D-363 3칸 투명 400개 1set(2박스),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.05
3284,1190,반찬용기 D-365 5칸 투명 200개 1set(2박스),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.042
3285,1139,210파이 중화면 전용 뚜껑 300개 1박스,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.01
3286,1133,[201H 몰드 추가 구매],1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.5
3287,1132,실링기계 201H 수동 식품포장 몰드교체형 몰드1개포함,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.059000000000000004
3288,1131,실링기계 250 수동 식품포장 몰드교체형 몰드1개포함,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.037000000000000005
3289,1122,200파이 고강도 냉면용기 중 400개 1set(2박스),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.016
3290,1082,고강도 감자탕용기 대 200개 1set(2박스),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.02
3291,1072,"170mm 수저 백색 1,500개 1박스",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.011000000000000001
3292,1040,스티로폼 백색 18호 1칸 500개 1박스,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.023
3293,945,"실링용기 23195 백색 1,500ml 400개 1박스",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.023
3294,944,"실링용기 23197 백색 2,000ml 400개 1박스",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.045
3295,943,"실링용기 23199 백색 2,500ml 400개 1박스",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.25
3296,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.03
3297,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.011000000000000001
3298,455,PP 5칸 도시락용기 200개 1박스(돈까스 도시락/큰 사이즈),1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.013000000000000001
3299,451,PP 8칸 도시락용기 L3 200개 1박스,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,0.011000000000000001
