,상품코드,상품명(기본),연관있는상품번호,연관있는상품명,지지도
0,1631,미소찬 생강가루 400g 20개 (박스 상품),92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",1.0
1,1350,"175mm 수저 투명 1,500개 맛있숟갈",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.015
2,1302,116파이 원형용기 중 투명 600개 1set(2박스),92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.067
3,1269,비닐봉투 배달중 특대 백색 100개,92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.015
4,1268,비닐봉투 맛난거들었쪙 소 백색 200개,92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.02
5,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.011000000000000001
6,1226,반찬용기 204 1칸 블랙 800개 1set(2박스),92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.016
7,1202,비닐봉투 무지 대 백색 200개,92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.016
8,1168,130파이 찬용기 대 350ml 800개 1set(2박스),92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.013999999999999999
9,1091,"70파이 다용도컵 세트 1호 소 70ml 블랙 PS-3,000개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.013000000000000001
10,1083,고강도 감자탕용기 중 200개 1set(2박스),92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.012
11,1072,"170mm 수저 백색 1,500개 1박스",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.021
12,941,"실링용기 33호 반투명 3,000ml 400개 1박스",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.25
13,605,사각 죽용기 신형 중 750ml 500개 1set(2박스),92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.015
14,589,위생 장갑 100매 2개,92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.031
15,557,"10-13온스 종이컵뚜껑 개폐형 1,000개 1박스",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.091
16,442,"130파이 원형용기 대 470ml 백색 PP 1,200개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.036000000000000004
17,421,업소용도마 특5호,92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.25
18,420,업소용도마 특4호,92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.33299999999999996
19,380,"225파이 탕용기 대 3,000ml 200개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.013999999999999999
20,379,"225파이 탕용기 중 2,400ml 200개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.022000000000000002
21,378,"225파이 탕용기 소 1,800ml 200개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.015
22,144,"170mm 다용도A수저 노랑 1,500개 1박스(개별포장)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.032
23,140,"170mm 수저 투명 1,500개 1박스",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.031
24,94,"사각 죽용기 특대 1,150ml 500개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.013000000000000001
25,90,사각 죽용기 중 920ml 500개 1set(2박스),92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.018000000000000002
26,88,사각 죽용기 소 550ml 500개 1set(2박스),92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.021
27,76,"340파이 타원 찜용기 중 2,500ml 200개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.012
28,70,"사각찜용기 중 2,500ml 100개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.027999999999999997
29,45,"105파이 다용도컵 세트 5호 대 370ml 백색 PS 1,000개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.025
30,44,"105파이 다용도컵 세트 5호 중 300ml 백색 PS 1,000개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.022000000000000002
31,43,"95파이 다용도컵 세트 4호 대 270ml 백색 PS 1,000개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.013999999999999999
32,39,"70파이 다용도컵 세트 2호 대 80ml 백색 PS 3,000개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.022000000000000002
33,38,"70파이 다용도컵 세트 1호 소 70ml 백색 PS 3,000개 1set(2박스)",92,"사각 죽용기 대 1,050ml 500개 1set(2박스)",0.021
34,1625,미소찬 가쓰오 다시 1kg 10개 (박스 상품),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",1.0
35,1567,"친환경 펄프접시 P004 1,000개(1BOX)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.5
36,1540,"105파이 다용도컵 세트 5호 특대 400ml 블랙 PS 1,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.135
37,1539,"95파이 다용도컵 세트 4호 소 200ml 블랙 PS 1,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.111
38,1504,웰빙 안새내 대 10개(1BOX),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",1.0
39,1502,웰빙 안새내 소(겨자) 10개(1BOX),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.5
40,1447,유럽형 갈색호프용기 1000 97개 (1BOX),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.5
41,1375,210파이 중화면용기 대 300개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.09300000000000001
42,1374,210파이 중화면용기 중 300개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.07
43,1373,210파이 중화면용기 소 300개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.054000000000000006
44,1359,"300파이 고강도 원형 찜용기 소 백색 2,500ml 100개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.222
45,1358,"300파이 고강도 원형 찜용기 중 백색 3,500ml 100개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.062
46,1350,"175mm 수저 투명 1,500개 맛있숟갈",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.046
47,1343,"비닐봉투 맛난거들었쪙 소 백색 1,000개",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.02
48,1342,"비닐봉투 맛난거들었쪙 중 백색 1,000개",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.045
49,1325,"비닐봉투 무지 대 백색 1,000개",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.027000000000000003
50,1322,반찬용기 104 1칸 블랙 900개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.027999999999999997
51,1318,"실링용기 1호 검정 1,350ml 800개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.048
52,1316,"실링용기 3호 검정 650ml 1,200개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.053
53,1304,140파이 중식소스용기 투명 600개 1set(2박스/사발 소),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.217
54,1303,116파이 원형용기 대 투명 600개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.087
55,1297,"198mm (7치) 대나무젓가락 1,500개 끝내젓갈",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.061
56,1283,"175mm 수저 검정 1,500개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.094
57,1282,210파이 탕용기 소 백색 200개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.016
58,1277,사각밀폐용기 중 투명 400개 1set(2박스/직사각 850ml),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.053
59,1275,210파이 탕용기 대 백색 200개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.018000000000000002
60,1274,우동용기 특대 검정 400개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.044000000000000004
61,1272,비닐봉투 배달중 소 백색 200개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.036000000000000004
62,1270,비닐봉투 배달중 대 백색 200개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.031
63,1269,비닐봉투 배달중 특대 백색 100개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.015
64,1268,비닐봉투 맛난거들었쪙 소 백색 200개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.053
65,1267,비닐봉투 맛난거들었쪙 중 백색 200개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.026000000000000002
66,1266,비닐봉투 맛난거들었쪙 대 백색 200개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.034
67,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.042
68,1236,반찬용기 105 1칸 블랙 900개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.027000000000000003
69,1235,반찬용기 105 1칸 투명 900개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.016
70,1234,반찬용기 201 1칸 블랙 1000개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.027000000000000003
71,1232,반찬용기 202 1칸 블랙 1000개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.021
72,1230,반찬용기 202-2 2칸 블랙 1000개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.079
73,1229,반찬용기 202-2 2칸 투명 1000개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.071
74,1228,반찬용기 203 1칸 블랙 800개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.025
75,1226,반찬용기 204 1칸 블랙 800개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.094
76,1218,반찬용기 212 1칸 블랙 600개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.059000000000000004
77,1205,"175mm 수저 백색 1,500개 맛있숟갈",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.031
78,1203,비닐봉투 무지 중 백색 200개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.034
79,1193,반찬용기 D-363 3칸 투명 400개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.05
80,1191,반찬용기 D-364 4칸 투명 400개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.077
81,1188,반찬용기 D-1616 1칸 투명 200개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.5
82,1182,우동용기 중 백색 400개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.032
83,1181,우동용기 대 검정 400개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.11599999999999999
84,1180,우동용기 중 검정 400개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.124
85,1167,130파이 찬용기 특대 450ml 800개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.016
86,1139,210파이 중화면 전용 뚜껑 300개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.061
87,1131,실링기계 250 수동 식품포장 몰드교체형 몰드1개포함,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.07400000000000001
88,1126,190파이 고강도 미니탕용기 백색 400개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.017
89,1124,어린이 죽용기 소 300ml 600개 1set(2박스/사각반죽),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.067
90,1123,어린이 죽용기 대 400ml 600개 1set(2박스/사각반죽),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.054000000000000006
91,1091,"70파이 다용도컵 세트 1호 소 70ml 블랙 PS-3,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.102
92,1089,"95파이 다용도컵 세트 4호 대 270ml 블랙 PS-1,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.057
93,1085,195파이 미니탕용기 투톤 300개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.027000000000000003
94,1084,고강도 감자탕용기 소 200개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.024
95,1083,고강도 감자탕용기 중 200개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.012
96,1082,고강도 감자탕용기 대 200개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.061
97,1077,195파이 탕용기 소 300개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.012
98,1074,"92파이 20온스 약 560ml 1,000개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.038
99,1072,"170mm 수저 백색 1,500개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.043
100,1070,"105파이 다용도컵 세트 5호 중 300ml 블랙 PS-1,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.09300000000000001
101,1069,"105파이 다용도컵 세트 5호 소 250ml 블랙 PS-1,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.042
102,1057,270파이 원형 접시 소 백색 200개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.059000000000000004
103,1055,짬짜면용기 2칸 300개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.026000000000000002
104,1040,스티로폼 백색 18호 1칸 500개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.068
105,1039,"단무지 2칸 1,200개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.028999999999999998
106,1038,"단무지 3칸 1,000개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.08
107,966,"실링용기 2호 백색 1,000ml 800개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.022000000000000002
108,964,"실링용기 2호 노랑 1,000ml 800개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.036000000000000004
109,949,실링용기 2-5호 (21호) 노랑 900ml 800개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.14300000000000002
110,946,실링용기 23194-5A 백색 5칸 400개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.111
111,945,"실링용기 23195 백색 1,500ml 400개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.07
112,944,"실링용기 23197 백색 2,000ml 400개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.045
113,937,"실링용기 70호 백색 1,000ml 600개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.025
114,936,"실링용기 70호 검정 1,000ml 600개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.065
115,933,실링용기 70-5A 백색 5칸 600개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.028999999999999998
116,932,실링용기 84-2A 백색 2칸 500개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.045
117,931,"실링용기 71호 백색 2,200ml 400개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.025
118,927,"실링용기 84호 검정 1,500ml 500개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.2
119,812,실링기계 푸디 수동 식품포장 몰드교체형 몰드1개포함,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.061
120,608,195파이 탕용기 대 300개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.013000000000000001
121,603,195파이 미니탕용기 블랙 300개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.018000000000000002
122,589,위생 장갑 100매 2개,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.031
123,483,"PS 65mm 랩칼 백색,빨강 8,000개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.011000000000000001
124,481,PP 4칸 사각찬용기 300개 1set(2박스/21164-4칸),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.013999999999999999
125,480,125파이 원형용기 소 250ml 백색 PP 600개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.013999999999999999
126,479,125파이 원형용기 중 350ml 백색 PP 600개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.023
127,478,125파이 원형용기 대 450ml 백색 PP 600개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.051
128,451,PP 8칸 도시락용기 L3 200개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.011000000000000001
129,450,PP 7칸 도시락용기 L2 200개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.076
130,447,PP 5칸 도시락용기 04 200개 1박스(작은 사이즈),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.02
131,441,우동용기 특대 백색 400개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.026000000000000002
132,295,실링용기 3-5A 백색 5칸 800개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.037000000000000005
133,256,245 실링필름 Hold 245mm x 200 meter 투명 무지 2롤 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.036000000000000004
134,254,200 실링필름 Hold 200mm x 200 meter 투명 무지 4롤 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.027999999999999997
135,252,190 실링필름 Hold 190mm x 200 meter 투명 무지 4롤 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.036000000000000004
136,250,160 실링필름 Hold 160mm x 200 meter 투명 무지 4롤 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.025
137,190,170파이 원형 샐러드 4칸 100ml x 4 투명 400개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.062
138,184,170파이 원형 샐러드 3칸 150ml x 3 검정 400개 1set(2박스),1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.012
139,172,PP 6칸 도시락용기 02 200개 1박스,1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.045
140,140,"170mm 수저 투명 1,500개 1박스",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.031
141,82,"300파이 원형 찜용기 중 투명 3,500ml 100개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.016
142,72,"사각찜용기 대 3,200ml 100개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.01
143,47,"70파이 다용도컵 세트 1호 특소 50ml 백색 PS 3,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.022000000000000002
144,46,"105파이 다용도컵 세트 5호 특대 400ml 백색 PS 1,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.044000000000000004
145,40,"75파이 다용도컵 세트 3호 소 150ml 백색 PS 3,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.013999999999999999
146,39,"70파이 다용도컵 세트 2호 대 80ml 백색 PS 3,000개 1set(2박스)",1071,"105파이 다용도컵 세트 5호 대 370ml 블랙 PS-1,000개 1set(2박스)",0.032
147,1625,미소찬 가쓰오 다시 1kg 10개 (박스 상품),1373,210파이 중화면용기 소 300개 1박스,1.0
148,1606,2칸 285 타원접시 100개 1박스,1373,210파이 중화면용기 소 300개 1박스,0.25
149,1540,"105파이 다용도컵 세트 5호 특대 400ml 블랙 PS 1,000개 1set(2박스)",1373,210파이 중화면용기 소 300개 1박스,0.324
150,1375,210파이 중화면용기 대 300개 1박스,1373,210파이 중화면용기 소 300개 1박스,0.509
151,1374,210파이 중화면용기 중 300개 1박스,1373,210파이 중화면용기 소 300개 1박스,0.6629999999999999
152,1358,"300파이 고강도 원형 찜용기 중 백색 3,500ml 100개 1set(2박스)",1373,210파이 중화면용기 소 300개 1박스,0.062
153,1350,"175mm 수저 투명 1,500개 맛있숟갈",1373,210파이 중화면용기 소 300개 1박스,0.053
154,1343,"비닐봉투 맛난거들었쪙 소 백색 1,000개",1373,210파이 중화면용기 소 300개 1박스,0.02
155,1342,"비닐봉투 맛난거들었쪙 중 백색 1,000개",1373,210파이 중화면용기 소 300개 1박스,0.045
156,1341,"비닐봉투 맛난거들었쪙 대 백색 1,000개",1373,210파이 중화면용기 소 300개 1박스,0.019
157,1335,"비닐봉투 배달중 소 백색 1,000개",1373,210파이 중화면용기 소 300개 1박스,0.059000000000000004
158,1325,"비닐봉투 무지 대 백색 1,000개",1373,210파이 중화면용기 소 300개 1박스,0.027000000000000003
159,1317,"실링용기 2호 검정 1,000ml 800개 1박스",1373,210파이 중화면용기 소 300개 1박스,0.04
160,1316,"실링용기 3호 검정 650ml 1,200개 1박스",1373,210파이 중화면용기 소 300개 1박스,0.053
161,1315,"실링용기 3-5호 검정 500ml 1,200개 1박스",1373,210파이 중화면용기 소 300개 1박스,0.047
162,1304,140파이 중식소스용기 투명 600개 1set(2박스/사발 소),1373,210파이 중화면용기 소 300개 1박스,0.565
163,1303,116파이 원형용기 대 투명 600개 1set(2박스),1373,210파이 중화면용기 소 300개 1박스,0.087
164,1297,"198mm (7치) 대나무젓가락 1,500개 끝내젓갈",1373,210파이 중화면용기 소 300개 1박스,0.02
165,1296,285파이 타원 반반 접시 2칸 블랙 200개 1박스(기존),1373,210파이 중화면용기 소 300개 1박스,0.632
166,1283,"175mm 수저 검정 1,500개 1박스",1373,210파이 중화면용기 소 300개 1박스,0.129
167,1274,우동용기 특대 검정 400개 1박스,1373,210파이 중화면용기 소 300개 1박스,0.156
168,1272,비닐봉투 배달중 소 백색 200개,1373,210파이 중화면용기 소 300개 1박스,0.018000000000000002
169,1271,비닐봉투 배달중 중 백색 200개,1373,210파이 중화면용기 소 300개 1박스,0.018000000000000002
170,1270,비닐봉투 배달중 대 백색 200개,1373,210파이 중화면용기 소 300개 1박스,0.016
171,1269,비닐봉투 배달중 특대 백색 100개,1373,210파이 중화면용기 소 300개 1박스,0.03
172,1268,비닐봉투 맛난거들었쪙 소 백색 200개,1373,210파이 중화면용기 소 300개 1박스,0.027000000000000003
173,1267,비닐봉투 맛난거들었쪙 중 백색 200개,1373,210파이 중화면용기 소 300개 1박스,0.040999999999999995
174,1266,비닐봉투 맛난거들었쪙 대 백색 200개,1373,210파이 중화면용기 소 300개 1박스,0.049
175,1265,비닐봉투 맛난거들었쪙 특대 백색 100개,1373,210파이 중화면용기 소 300개 1박스,0.021
176,1248,독일칼라행주 3P 10개,1373,210파이 중화면용기 소 300개 1박스,0.33299999999999996
177,1205,"175mm 수저 백색 1,500개 맛있숟갈",1373,210파이 중화면용기 소 300개 1박스,0.02
178,1204,비닐봉투 무지 소 백색 200개,1373,210파이 중화면용기 소 300개 1박스,0.017
179,1201,비닐봉투 무지 특대 백색 100개,1373,210파이 중화면용기 소 300개 1박스,0.068
180,1182,우동용기 중 백색 400개 1박스,1373,210파이 중화면용기 소 300개 1박스,0.032
181,1181,우동용기 대 검정 400개 1박스,1373,210파이 중화면용기 소 300개 1박스,0.171
182,1180,우동용기 중 검정 400개 1박스,1373,210파이 중화면용기 소 300개 1박스,0.095
183,1168,130파이 찬용기 대 350ml 800개 1set(2박스),1373,210파이 중화면용기 소 300개 1박스,0.085
184,1167,130파이 찬용기 특대 450ml 800개 1set(2박스),1373,210파이 중화면용기 소 300개 1박스,0.163
185,1139,210파이 중화면 전용 뚜껑 300개 1박스,1373,210파이 중화면용기 소 300개 1박스,0.242
186,1127,190파이 고강도 미니탕용기 투명 400개 1set(2박스),1373,210파이 중화면용기 소 300개 1박스,0.028999999999999998
